fixture,team,home_team,away_team,home_goals,away_goals,final_score,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
Lorient vs Toulouse,Lorient,Lorient,Toulouse,1,1,1-1,2,6,10,2,5,5,6,6,1,0.5,0,0,1,399,325,0.81,1.36,0
Lorient vs Toulouse,Toulouse,Lorient,Toulouse,1,1,1-1,2,1,6,3,5,1,18,4,3,0.5,4,0,1,413,346,0.84,1.32,0
Angers vs Auxerre,Angers,Angers,Auxerre,2,0,2-0,5,3,9,1,2,7,19,3,2,0.49,2,0,5,444,373,0.84,0.66,-1
Angers vs Auxerre,Auxerre,Angers,Auxerre,2,0,2-0,5,5,12,2,6,6,14,3,2,0.51,2,0,4,465,391,0.84,0.7,-1
Strasbourg vs Lille,Strasbourg,Strasbourg,Lille,2,0,2-0,2,2,5,1,3,2,9,1,1,0.42,4,0,4,357,289,0.81,1.07,0
Strasbourg vs Lille,Lille,Strasbourg,Lille,2,0,2-0,4,2,6,0,2,4,20,4,1,0.58,3,1,0,484,413,0.85,0.28,0
Metz vs Nice,Metz,Metz,Nice,2,1,2-1,2,4,9,3,3,6,12,6,0,0.49,2,0,3,421,351,0.83,1.58,0
Metz vs Nice,Nice,Metz,Nice,2,1,2-1,4,5,11,2,8,3,19,3,0,0.51,4,0,0,435,390,0.9,0.95,0
Lyon vs Paris Saint Germain,Lyon,Lyon,Paris Saint Germain,2,3,2-3,2,4,9,3,5,4,10,5,2,0.28,6,1,1,271,211,0.78,0.69,-1
Lyon vs Paris Saint Germain,Paris Saint Germain,Lyon,Paris Saint Germain,2,3,2-3,4,4,9,1,6,3,8,5,2,0.72,2,0,0,729,656,0.9,1.42,-1
Nice vs Marseille,Nice,Nice,Marseille,1,5,1-5,7,3,15,5,8,7,9,8,3,0.53,2,0,6,507,454,0.9,1.19,0
Nice vs Marseille,Marseille,Nice,Marseille,1,5,1-5,11,1,13,1,11,2,10,6,1,0.47,2,0,6,468,413,0.88,2.86,0
Lens vs Strasbourg,Lens,Lens,Strasbourg,1,0,1-0,5,3,13,5,10,3,13,3,3,0.55,2,1,1,552,472,0.86,1.92,0
Lens vs Strasbourg,Strasbourg,Lens,Strasbourg,1,0,1-0,1,3,7,3,5,2,13,1,2,0.45,3,1,4,461,384,0.83,0.46,0
Rennes vs Monaco,Rennes,Rennes,Monaco,4,1,4-1,9,3,17,5,10,7,3,4,1,0.5,0,0,2,497,421,0.85,3.69,0
Rennes vs Monaco,Monaco,Rennes,Monaco,4,1,4-1,3,2,13,8,10,3,13,6,5,0.5,1,1,4,486,431,0.89,1.33,0
Paris Saint Germain vs Le Havre,Paris Saint Germain,Paris Saint Germain,Le Havre,3,0,3-0,11,13,31,7,22,9,10,6,3,0.65,2,0,3,599,526,0.88,3.46,0
Paris Saint Germain vs Le Havre,Le Havre,Paris Saint Germain,Le Havre,3,0,3-0,4,6,12,2,7,5,8,4,3,0.35,1,0,8,313,235,0.75,1.19,0
Auxerre vs Lyon,Auxerre,Auxerre,Lyon,0,0,0-0,5,3,12,4,9,3,10,7,2,0.3,1,0,7,237,175,0.74,2.07,1
Auxerre vs Lyon,Lyon,Auxerre,Lyon,0,0,0-0,7,5,16,4,9,7,11,11,3,0.7,3,0,5,548,475,0.87,1.57,1
Nantes vs Lorient,Nantes,Nantes,Lorient,1,1,1-1,1,5,9,3,7,2,17,1,0,0.56,1,0,1,496,419,0.84,0.84,0
Nantes vs Lorient,Lorient,Nantes,Lorient,1,1,1-1,1,4,7,2,4,3,17,1,2,0.44,1,0,0,399,331,0.83,0.32,0
Toulouse vs Angers,Toulouse,Toulouse,Angers,0,1,0-1,6,15,25,4,20,5,15,11,1,0.54,1,0,1,464,392,0.84,1.98,1
Toulouse vs Angers,Angers,Toulouse,Angers,0,1,0-1,2,3,6,1,2,4,15,1,1,0.46,3,0,6,418,333,0.8,0.43,1
Stade Brestois 29 vs Metz,Stade Brestois 29,Stade Brestois 29,Metz,3,2,3-2,7,11,20,2,15,5,11,6,0,0.56,2,0,2,516,435,0.84,3.11,0
Stade Brestois 29 vs Metz,Metz,Stade Brestois 29,Metz,3,2,3-2,3,3,7,1,4,3,8,2,0,0.44,3,0,4,406,331,0.82,1.05,0
Lille vs Paris FC,Lille,Lille,Paris FC,4,2,4-2,10,3,17,4,13,4,9,9,1,0.52,1,0,1,475,395,0.83,4.03,1
Lille vs Paris FC,Paris FC,Lille,Paris FC,4,2,4-2,3,1,6,2,4,2,12,4,3,0.48,2,0,7,440,353,0.8,1.52,1
Metz vs Rennes,Metz,Metz,Rennes,0,1,0-1,5,6,16,5,11,5,9,6,4,0.52,0,0,1,482,414,0.86,1.02,0
Metz vs Rennes,Rennes,Metz,Rennes,0,1,0-1,2,3,9,4,5,4,8,3,1,0.48,0,0,5,459,374,0.81,0.78,0
Monaco vs Paris Saint Germain,Monaco,Monaco,Paris Saint Germain,1,0,1-0,5,2,10,3,6,4,10,4,3,0.43,3,1,4,407,316,0.78,0.52,0
Monaco vs Paris Saint Germain,Paris Saint Germain,Monaco,Paris Saint Germain,1,0,1-0,4,9,17,4,14,3,13,4,1,0.57,1,0,4,534,445,0.83,1.33,0
Paris FC vs Auxerre,Paris FC,Paris FC,Auxerre,1,1,1-1,2,7,11,2,8,3,11,4,2,0.55,2,0,2,511,451,0.88,1.8,0
Paris FC vs Auxerre,Auxerre,Paris FC,Auxerre,1,1,1-1,3,4,11,4,6,5,17,3,0,0.45,1,0,1,419,357,0.85,1.11,0
Marseille vs Toulouse,Marseille,Marseille,Toulouse,2,2,2-2,5,8,20,7,11,9,7,9,1,0.77,2,0,2,714,660,0.92,1.8,0
Marseille vs Toulouse,Toulouse,Marseille,Toulouse,2,2,2-2,4,1,6,1,4,2,10,1,1,0.23,1,0,2,217,157,0.72,0.7,0
Strasbourg vs Stade Brestois 29,Strasbourg,Strasbourg,Stade Brestois 29,1,2,1-2,6,7,14,1,9,5,12,5,1,0.57,0,0,2,548,484,0.88,0.8,0
Strasbourg vs Stade Brestois 29,Stade Brestois 29,Strasbourg,Stade Brestois 29,1,2,1-2,4,3,7,0,2,5,14,0,1,0.43,3,0,5,421,347,0.82,1.05,0
Angers vs Lens,Angers,Angers,Lens,1,2,1-2,5,2,7,0,5,2,7,2,5,0.45,1,0,4,425,330,0.78,1.16,0
Angers vs Lens,Lens,Angers,Lens,1,2,1-2,6,10,17,1,11,6,11,8,2,0.55,1,0,4,514,440,0.86,2.05,0
