fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,pass_accuracy_%,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total
Strasbourg vs Paris Saint Germain,Strasbourg,345416,Rafael Luis,M,18,6.3,,0.0,,,11,11.0,100.0,1.0,,1.0,,0,0,1.0,3.0
Strasbourg vs Paris Saint Germain,Strasbourg,334035,Samuel Amo-Ameyaw,F,8,6.5,,0.0,,,4,2.0,50.0,,,1.0,,0,0,1.0,4.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,2068,Matvey Safonov,G,90,7.2,,0.0,,,28,22.0,78.6,,,,,0,0,1.0,1.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,9,Achraf Hakimi,D,75,5.7,,0.0,2.0,1.0,74,68.0,91.9,,,1.0,,0,1,,2.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,257,Marquinhos,D,90,7.2,,0.0,,,78,76.0,97.4,1.0,,2.0,1.0,0,0,3.0,8.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,16367,Willian Pacho,D,90,6.6,,0.0,1.0,,89,82.0,92.1,3.0,5.0,,,0,0,3.0,4.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,263482,Nuno Mendes,D,90,7.9,1.0,0.0,1.0,1.0,102,92.0,90.2,1.0,2.0,,,0,0,4.0,7.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,336657,Warren Zaïre-Emery,M,90,7,,1.0,,,56,52.0,92.9,1.0,,,1.0,0,0,3.0,4.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,128384,Vitinha,M,90,7.2,,0.0,,,80,77.0,96.2,,4.0,,,0,0,1.0,2.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,335051,João Neves,M,90,6.9,,0.0,,,60,56.0,93.3,,,1.0,1.0,0,0,2.0,5.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,446249,Ibrahim Mbaye,F,45,6.6,,0.0,,,29,26.0,89.7,2.0,,,,0,0,3.0,4.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,409216,Senny Mayulu,F,59,7.7,1.0,0.0,2.0,1.0,19,14.0,73.7,1.0,,2.0,1.0,0,0,4.0,9.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,161904,Bradley Barcola,F,60,6.6,,1.0,,,20,16.0,80.0,,,,,0,0,2.0,4.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,343027,Désiré Doué,F,45,7,,0.0,1.0,,29,26.0,89.7,2.0,1.0,,2.0,0,0,7.0,10.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,153,Ousmane Dembélé,F,31,6.6,,0.0,,,10,9.0,90.0,,,,1.0,0,0,1.0,2.0
Strasbourg vs Paris Saint Germain,Paris Saint Germain,927,Kang-in Lee,M,30,7,,0.0,1.0,1.0,24,20.0,83.3,2.0,,,1.0,0,0,5.0,5.0
Metz vs Lille,Metz,158532,Jonathan Fischer,G,90,6.6,,0.0,,,42,21.0,50.0,,,,,0,0,,
Metz vs Lille,Metz,96331,Koffi Kouao,D,90,7.9,,0.0,1.0,,32,24.0,75.0,6.0,1.0,3.0,,1,0,9.0,15.0
Metz vs Lille,Metz,428084,Sadibou Sané,D,90,7.6,,0.0,,,46,39.0,84.8,1.0,2.0,,,0,0,4.0,4.0
Metz vs Lille,Metz,378353,Urie-Michel Mboula,D,90,7.3,,0.0,1.0,,44,41.0,93.2,,2.0,,,0,0,2.0,2.0
Metz vs Lille,Metz,105,Fodé Ballo-Touré,D,90,7.5,,0.0,,,26,24.0,92.3,3.0,2.0,1.0,3.0,0,0,8.0,12.0
Metz vs Lille,Metz,407,Benjamin Stambouli,M,70,7.2,,0.0,,,22,19.0,86.4,3.0,,2.0,1.0,0,0,5.0,7.0
Metz vs Lille,Metz,434352,Alpha Touré,M,90,6.2,,0.0,,,13,10.0,76.9,2.0,,1.0,,0,0,3.0,9.0
Metz vs Lille,Metz,343319,Lucas Michal,M,62,6.2,,0.0,,,16,14.0,87.5,,,1.0,1.0,0,0,4.0,15.0
Metz vs Lille,Metz,21640,Jessy Deminguet,M,70,6.6,,0.0,,,24,19.0,79.2,1.0,1.0,1.0,,0,0,2.0,5.0
Metz vs Lille,Metz,2181,Georgiy Tsitaishvili,M,89,7.3,,0.0,,,16,13.0,81.2,1.0,,,1.0,0,0,2.0,3.0
Metz vs Lille,Metz,20535,Habib Diallo,F,90,6.5,,0.0,1.0,,13,8.0,61.5,,,2.0,,0,0,7.0,20.0
Metz vs Lille,Metz,68177,Giorgi Abuashvili,F,28,6.6,,0.0,1.0,1.0,6,6.0,100.0,,1.0,,,0,0,1.0,1.0
Metz vs Lille,Metz,570580,Believe Munongo,M,20,6.7,,0.0,,,8,7.0,87.5,1.0,1.0,1.0,1.0,0,0,2.0,5.0
Metz vs Lille,Metz,20529,Gauthier Hein,M,20,6.9,,0.0,1.0,1.0,7,6.0,85.7,,,,,0,0,,1.0
Metz vs Lille,Metz,8490,Giorgi Kvilitaia,F,8,6.3,,0.0,,,3,3.0,100.0,,,,,0,0,,
Metz vs Lille,Lille,1337,Berke Özer,G,90,7.6,,0.0,,,38,27.0,71.1,1.0,,,,0,0,1.0,1.0
Metz vs Lille,Lille,379329,Tiago Santos,D,82,7.2,,0.0,,,18,17.0,94.4,1.0,,,,0,0,2.0,3.0
Metz vs Lille,Lille,1567,Aïssa Mandi,D,90,7.2,,0.0,,,62,56.0,90.3,,4.0,,,0,0,3.0,5.0
Metz vs Lille,Lille,142691,Alexsandro Ribeiro,D,90,7.5,,0.0,1.0,,79,73.0,92.4,2.0,1.0,1.0,3.0,0,0,8.0,13.0
Metz vs Lille,Lille,20600,Romain Perraud,D,82,7.3,,0.0,,,30,25.0,83.3,3.0,1.0,1.0,1.0,0,0,4.0,7.0
Metz vs Lille,Lille,2204,Benjamin André,M,90,7.5,,0.0,,,69,59.0,85.5,1.0,1.0,2.0,2.0,0,0,13.0,20.0
Metz vs Lille,Lille,438688,Ayyoub Bouaddi,M,90,7.2,,0.0,,,28,24.0,85.7,3.0,3.0,2.0,,0,0,6.0,9.0
Metz vs Lille,Lille,430816,Noah Edjouma,M,61,6.3,,0.0,1.0,,13,7.0,53.8,3.0,,1.0,1.0,0,0,4.0,10.0
Metz vs Lille,Lille,67889,Hakon Arnar Haraldsson,M,71,6.5,,0.0,2.0,,26,23.0,88.5,,,,1.0,0,0,1.0,6.0
Metz vs Lille,Lille,340077,Matías Fernández,M,90,6.7,,0.0,,,25,21.0,84.0,,,1.0,1.0,1,0,1.0,9.0
Metz vs Lille,Lille,2295,Olivier Giroud,F,71,6.2,,0.0,3.0,,9,5.0,55.6,1.0,1.0,,,0,0,1.0,2.0
Metz vs Lille,Lille,135749,Félix Correia,F,29,6.3,,0.0,2.0,1.0,12,9.0,75.0,,,,,0,0,,3.0
Metz vs Lille,Lille,20732,Gaëtan Perrin,F,19,6.2,,0.0,1.0,1.0,9,3.0,33.3,1.0,,1.0,1.0,0,0,2.0,5.0
Metz vs Lille,Lille,487381,Soriba Diaoune,F,19,7,,0.0,,,11,11.0,100.0,,1.0,,1.0,0,0,3.0,5.0
Metz vs Lille,Lille,37151,Calvin Verdonk,D,8,6.7,,0.0,,,9,7.0,77.8,,,,,0,0,,
Metz vs Lille,Lille,375598,Ngal'ayel Mukau,M,8,6.7,,0.0,,,4,3.0,75.0,,,,,0,0,1.0,1.0
Lens vs Rennes,Lens,347211,Robin Risser,G,90,6.6,,1.0,,,30,20.0,66.7,,,,,0,0,,
Lens vs Rennes,Lens,369500,Ismaelo Ganiou,D,90,7.3,,0.0,,,49,41.0,83.7,3.0,2.0,,3.0,0,0,6.0,8.0
Lens vs Rennes,Lens,322984,Samson Baidoo,D,60,6.7,,0.0,,,53,53.0,100.0,,1.0,,,0,0,,
Lens vs Rennes,Lens,22166,Malang Sarr,D,90,7.3,,0.0,,,70,62.0,88.6,1.0,1.0,,,0,0,2.0,4.0
Lens vs Rennes,Lens,21568,Ruben Aguilar,M,56,7.3,1.0,1.0,1.0,1.0,27,19.0,70.4,3.0,1.0,3.0,2.0,2,1,6.0,12.0
Lens vs Rennes,Lens,277306,Mamadou Sangare,M,89,6.9,,0.0,,,50,44.0,88.0,4.0,2.0,3.0,,1,0,6.0,12.0
Lens vs Rennes,Lens,22261,Adrien Thomasson,M,90,6,,0.0,1.0,,43,35.0,81.4,2.0,,2.0,1.0,1,0,4.0,12.0
Lens vs Rennes,Lens,20525,Matthieu Udol,M,90,6.6,,0.0,,,27,23.0,85.2,1.0,1.0,1.0,1.0,0,0,4.0,7.0
Lens vs Rennes,Lens,1922,Florian Thauvin,F,78,7.5,,1.0,1.0,,27,23.0,85.2,,,,3.0,0,0,5.0,9.0
Lens vs Rennes,Lens,21715,Wesley Saïd,F,61,6.9,,0.0,,,23,18.0,78.3,1.0,,1.0,2.0,0,0,6.0,10.0
Lens vs Rennes,Lens,1135,Odsonne Édouard,F,61,8.2,1.0,0.0,2.0,1.0,5,3.0,60.0,,,1.0,,0,0,3.0,8.0
Lens vs Rennes,Lens,441264,Kyllian Antonio,D,30,7.3,,0.0,,,8,7.0,87.5,1.0,1.0,,2.0,0,0,4.0,4.0
Lens vs Rennes,Lens,44594,Saud Abdulhamid,D,29,6.6,,0.0,,,7,6.0,85.7,1.0,1.0,,1.0,0,0,2.0,5.0
Lens vs Rennes,Lens,22173,Allan Saint-Maximin,F,29,7.7,1.0,0.0,1.0,1.0,5,5.0,100.0,,,1.0,1.0,0,0,3.0,8.0
Lens vs Rennes,Lens,1153,Amadou Haidara,M,12,6.7,,0.0,,,5,4.0,80.0,,,,,0,0,,
Lens vs Rennes,Rennes,361462,Mathys Silistrie,G,90,5.6,,0.0,,,32,28.0,87.5,,,,,0,0,,
Lens vs Rennes,Rennes,417830,Abdelhamid Ait Boudlal,D,29,7,,0.0,1.0,,7,6.0,85.7,3.0,,,,0,0,3.0,4.0
Lens vs Rennes,Rennes,367636,Jérémy Jacquet,D,69,6.7,,0.0,,,32,28.0,87.5,1.0,1.0,,,0,0,1.0,1.0
Lens vs Rennes,Rennes,129681,Anthony Rouault,D,64,6.2,,0.0,,,49,39.0,79.6,1.0,1.0,3.0,,0,0,3.0,9.0
Lens vs Rennes,Rennes,22097,Arnaud Nordin,M,64,6.9,,1.0,,,6,5.0,83.3,2.0,,1.0,2.0,1,0,4.0,7.0
Lens vs Rennes,Rennes,40403,Sebastian Szymański,M,64,6.7,,0.0,,,14,11.0,78.6,1.0,,1.0,,0,0,1.0,4.0
Lens vs Rennes,Rennes,21102,Valentin Rongier,M,90,6.7,,0.0,1.0,,54,46.0,85.2,5.0,3.0,2.0,2.0,0,0,8.0,16.0
Lens vs Rennes,Rennes,24147,Mahdi Camara,M,90,6.5,,0.0,2.0,,42,37.0,88.1,1.0,,1.0,1.0,0,0,2.0,8.0
Lens vs Rennes,Rennes,15286,Mousa Tamari,M,90,6.5,,0.0,2.0,,25,17.0,68.0,,,1.0,2.0,0,0,8.0,15.0
Lens vs Rennes,Rennes,163004,Esteban Lepaul,F,90,7.5,1.0,0.0,1.0,1.0,7,6.0,85.7,,,,,0,0,1.0,3.0
Lens vs Rennes,Rennes,421,Breel Embolo,F,90,5.9,,0.0,1.0,,17,12.0,70.6,,,3.0,3.0,1,0,4.0,12.0
Lens vs Rennes,Rennes,196187,Alidu Seidu,D,61,6.2,,0.0,,,36,35.0,97.2,2.0,,,2.0,0,0,4.0,6.0
Lens vs Rennes,Rennes,126757,Lilian Brassier,D,26,7.3,,0.0,,,33,30.0,90.9,1.0,,2.0,1.0,0,0,6.0,8.0
Lens vs Rennes,Rennes,272460,Quentin Merlin,D,26,6.7,,0.0,,,19,15.0,78.9,1.0,3.0,2.0,,0,0,3.0,6.0
Lens vs Rennes,Rennes,21497,Ludovic Blas,F,26,6.3,,0.0,,,9,9.0,100.0,,,,,0,0,1.0,1.0
Lens vs Rennes,Rennes,438281,Mahamadou Nagida,D,21,6.2,,0.0,1.0,,16,16.0,100.0,1.0,,1.0,,0,0,1.0,3.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,21248,Grégoire Coudert,G,90,6.9,,0.0,,,26,14.0,53.8,,,,,0,0,,
Stade Brestois 29 vs Lorient,Stade Brestois 29,22247,Kenny Lala,D,90,7.9,,0.0,1.0,,49,35.0,71.4,4.0,1.0,,1.0,0,0,6.0,9.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,20546,Brendan Chardonnet,D,90,6.9,,0.0,,,36,32.0,88.9,1.0,3.0,3.0,,0,0,5.0,11.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,365742,Michel Diaz,D,90,7.9,,0.0,,,33,31.0,93.9,,,,1.0,0,0,3.0,4.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,302868,Daouda Guindo,D,90,6.9,,0.0,1.0,1.0,27,20.0,74.1,1.0,2.0,1.0,1.0,0,0,4.0,6.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,128287,Joris Chotard,M,90,7,,0.0,,,32,25.0,78.1,3.0,1.0,,1.0,0,0,4.0,8.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,20558,Hugo Magnetti,M,90,7.2,,0.0,,,41,36.0,87.8,1.0,1.0,1.0,,1,0,3.0,7.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,2214,Romain Del Castillo,M,89,6.9,,0.0,,,28,22.0,78.6,2.0,2.0,1.0,1.0,0,0,6.0,13.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,326068,Kamory Doumbia,M,83,7.2,,0.0,1.0,,34,27.0,79.4,4.0,,1.0,1.0,0,0,7.0,17.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,326073,Remy Labeau Lascary,M,73,7.3,1.0,0.0,2.0,1.0,16,13.0,81.2,2.0,1.0,3.0,,0,0,3.0,12.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,22264,Ludovic Ajorque,F,90,7.9,1.0,0.0,2.0,2.0,24,16.0,66.7,1.0,,1.0,3.0,1,0,10.0,15.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,90594,Junior Dina Ebimbe,M,17,6.2,,0.0,1.0,1.0,7,6.0,85.7,,,,,0,0,,2.0
Stade Brestois 29 vs Lorient,Stade Brestois 29,664,Lucas Tousart,M,16,6.7,,0.0,,,4,3.0,75.0,,,,,0,0,,
Stade Brestois 29 vs Lorient,Lorient,1142,Yvon Mvogo,G,90,7,,0.0,,,39,35.0,89.7,,,,1.0,0,0,1.0,1.0
Stade Brestois 29 vs Lorient,Lorient,193501,Bamo Meïté,D,90,6.2,,0.0,,,36,32.0,88.9,1.0,1.0,1.0,1.0,0,0,5.0,11.0
Stade Brestois 29 vs Lorient,Lorient,50030,Montassar Talbi,D,90,6.2,,0.0,2.0,2.0,58,52.0,89.7,,2.0,,,0,0,3.0,5.0
Stade Brestois 29 vs Lorient,Lorient,214310,Nathaniel Adjei,D,90,6.2,,0.0,,,47,41.0,87.2,2.0,2.0,2.0,,0,0,5.0,11.0
Stade Brestois 29 vs Lorient,Lorient,174703,Théo Le Bris,M,90,7.3,,0.0,1.0,,44,40.0,90.9,,2.0,,,0,0,3.0,5.0
Stade Brestois 29 vs Lorient,Lorient,402265,Arthur Avom Ebong,M,80,7.3,,0.0,,,65,52.0,80.0,3.0,1.0,,,0,0,5.0,9.0
Stade Brestois 29 vs Lorient,Lorient,20917,Laurent Abergel,M,90,7,,0.0,2.0,,83,73.0,88.0,1.0,,1.0,2.0,0,0,4.0,9.0
Stade Brestois 29 vs Lorient,Lorient,402386,Arsène Kouassi,M,64,6.5,,0.0,,,22,19.0,86.4,,,1.0,,0,0,2.0,5.0
Stade Brestois 29 vs Lorient,Lorient,22171,Jean-Victor Makengo,F,63,6.9,,0.0,,,24,18.0,75.0,,1.0,,2.0,0,0,6.0,9.0
Stade Brestois 29 vs Lorient,Lorient,276662,Pablo Pagis,F,73,7.2,,0.0,2.0,,37,31.0,83.8,2.0,1.0,1.0,1.0,0,0,6.0,11.0
Stade Brestois 29 vs Lorient,Lorient,284072,Ahmadou Bamba Dieng,F,63,6.6,,0.0,1.0,,15,11.0,73.3,,1.0,,2.0,0,0,7.0,10.0
Stade Brestois 29 vs Lorient,Lorient,144319,Sambou Soumano,F,27,6.2,,0.0,,,6,4.0,66.7,,,1.0,1.0,0,0,1.0,4.0
Stade Brestois 29 vs Lorient,Lorient,72457,Aiyegun Tosin,F,27,6.3,,0.0,1.0,,8,6.0,75.0,,,1.0,,0,0,,4.0
Stade Brestois 29 vs Lorient,Lorient,152669,Darlin Yongwa,D,26,6.3,,0.0,,,11,10.0,90.9,2.0,,1.0,,0,0,2.0,6.0
Stade Brestois 29 vs Lorient,Lorient,322865,Karim Dermane,M,17,6.9,,0.0,,,16,15.0,93.8,,1.0,1.0,1.0,0,0,3.0,4.0
Stade Brestois 29 vs Lorient,Lorient,200873,Mohamed Bamba,F,10,6.7,,0.0,,,4,4.0,100.0,1.0,,,,0,0,1.0,2.0
Nantes vs Lyon,Nantes,647,Anthony Lopes,G,90,7.2,,0.0,,,27,18.0,66.7,,,,,0,0,,
Nantes vs Lyon,Nantes,22134,Kelvin Amian,D,71,6.7,,0.0,,,28,23.0,82.1,,1.0,2.0,1.0,1,0,3.0,6.0
Nantes vs Lyon,Nantes,304427,Ali Youssef,D,90,7.6,,0.0,2.0,,57,45.0,78.9,3.0,1.0,1.0,1.0,1,0,10.0,13.0
Nantes vs Lyon,Nantes,21570,Nicolas Cozza,D,71,6.2,,0.0,,,27,20.0,74.1,,,,,0,0,,2.0
Nantes vs Lyon,Nantes,20654,Fabien Centonze,M,90,6.9,,0.0,1.0,,28,22.0,78.6,3.0,3.0,,,0,0,6.0,13.0
Nantes vs Lyon,Nantes,193952,Johann Lepenant,M,90,6.3,,0.0,,,44,36.0,81.8,5.0,2.0,1.0,1.0,0,0,7.0,12.0
Nantes vs Lyon,Nantes,197779,Mohamed Kaba,M,88,6.5,,0.0,1.0,,38,33.0,86.8,1.0,,1.0,,1,0,1.0,6.0
Nantes vs Lyon,Nantes,388779,Dehmaine Tabibou,M,63,7.3,,0.0,,,22,20.0,90.9,5.0,3.0,2.0,1.0,0,0,7.0,10.0
Nantes vs Lyon,Nantes,22093,Rémy Cabella,F,90,7.9,,0.0,,,61,54.0,88.5,1.0,,,2.0,0,0,9.0,10.0
Nantes vs Lyon,Nantes,161622,Matthis Abline,F,90,6.6,,0.0,1.0,,19,13.0,68.4,3.0,,2.0,2.0,1,0,5.0,12.0
Nantes vs Lyon,Nantes,2668,Mostafa Mohamed,F,45,5.9,,0.0,,,3,2.0,66.7,,1.0,1.0,1.0,0,0,2.0,12.0
Nantes vs Lyon,Nantes,42086,Youssef El Arabi,F,45,6.5,,0.0,3.0,2.0,11,10.0,90.9,,1.0,1.0,1.0,0,0,2.0,3.0
Nantes vs Lyon,Nantes,2483,Deiver Machado,D,27,7.2,,0.0,,,25,24.0,96.0,1.0,,,1.0,0,0,2.0,4.0
Nantes vs Lyon,Nantes,364810,Abakar Sylla,D,19,6.9,,0.0,1.0,,22,21.0,95.5,,,2.0,,0,0,2.0,4.0
Nantes vs Lyon,Nantes,924,Francis Coquelin,M,19,6.6,,0.0,1.0,,19,18.0,94.7,,,,,0,0,1.0,1.0
Nantes vs Lyon,Nantes,443676,Bahereba Guirassy,F,12,6.5,,0.0,,,5,4.0,80.0,,1.0,,,0,0,,2.0
Nantes vs Lyon,Lyon,61142,Dominik Greif,G,90,6.7,,0.0,,,28,15.0,53.6,,,,,1,0,,
Nantes vs Lyon,Lyon,1456,Ainsley Maitland-Niles,D,90,6.9,,0.0,1.0,,41,33.0,80.5,2.0,3.0,1.0,,0,0,4.0,8.0
Nantes vs Lyon,Lyon,68,Clinton Mata,D,90,8.3,,0.0,,,64,56.0,87.5,4.0,1.0,,2.0,0,0,7.0,9.0
Nantes vs Lyon,Lyon,25916,Moussa Niakhaté,D,90,7.3,,0.0,,,57,49.0,86.0,2.0,,3.0,1.0,0,0,6.0,10.0
Nantes vs Lyon,Lyon,9700,Abner Vinícius,D,90,6.9,,0.0,,,37,31.0,83.8,,,1.0,,0,0,2.0,6.0
Nantes vs Lyon,Lyon,80752,Tanner Tessmann,M,90,6.9,,0.0,3.0,,27,19.0,70.4,2.0,,,1.0,0,0,7.0,11.0
Nantes vs Lyon,Lyon,162590,Tyler Morton,M,90,7.3,,0.0,,,56,50.0,89.3,5.0,,,,0,0,5.0,8.0
Nantes vs Lyon,Lyon,361352,Noah Nartey,M,90,6.9,,0.0,1.0,,28,26.0,92.9,1.0,,,1.0,0,0,5.0,11.0
Nantes vs Lyon,Lyon,377122,Endrick,F,61,5.9,,0.0,1.0,1.0,14,12.0,85.7,,,2.0,3.0,1,1,3.0,12.0
Nantes vs Lyon,Lyon,66387,Pavel Šulc,F,89,6.2,1.0,0.0,1.0,1.0,12,9.0,75.0,,,2.0,3.0,0,0,5.0,17.0
Nantes vs Lyon,Lyon,345388,Afonso Moreira,F,86,7,,1.0,2.0,1.0,24,20.0,83.3,2.0,2.0,2.0,2.0,0,0,7.0,15.0
Nantes vs Lyon,Lyon,30423,Hans Hateboer,D,14,6.7,,0.0,,,0,,,1.0,,,,0,0,1.0,1.0
Nice vs Monaco,Nice,21079,Maxime Dupé,G,90,6.7,,0.0,,,25,11.0,44.0,,,,,0,0,,
Nice vs Monaco,Nice,25008,Jonathan Clauss,D,90,7.3,,0.0,1.0,,32,24.0,75.0,4.0,1.0,1.0,,0,0,4.0,8.0
Nice vs Monaco,Nice,404172,Kojo Peprah Oppong,D,90,7.2,,0.0,,,23,20.0,87.0,,2.0,,1.0,0,0,3.0,4.0
Nice vs Monaco,Nice,22163,Dante,D,90,7.2,,0.0,1.0,,33,26.0,78.8,1.0,2.0,1.0,,0,0,5.0,7.0
Nice vs Monaco,Nice,49583,Ali Abdi,D,90,6.5,,0.0,1.0,,26,17.0,65.4,,,1.0,1.0,0,0,7.0,20.0
Nice vs Monaco,Nice,1914,Morgan Sanson,M,84,7.5,,0.0,1.0,,34,32.0,94.1,2.0,4.0,1.0,,0,0,5.0,9.0
Nice vs Monaco,Nice,8680,Charles Vanhoutte,M,89,6.5,,0.0,,,37,29.0,78.4,,,1.0,,0,0,1.0,6.0
Nice vs Monaco,Nice,483118,Gabin Bernardeau,M,64,7.2,,0.0,1.0,1.0,27,16.0,59.3,3.0,,1.0,3.0,0,0,7.0,13.0
Nice vs Monaco,Nice,107,Sofiane Diop,M,84,6.3,,0.0,2.0,,42,32.0,76.2,2.0,1.0,1.0,3.0,1,0,5.0,13.0
Nice vs Monaco,Nice,193617,Tom Louchet,M,64,6.6,,0.0,,,18,12.0,66.7,2.0,,,1.0,0,0,3.0,7.0
Nice vs Monaco,Nice,162707,Elye Wahi,F,90,5.6,,0.0,2.0,2.0,16,11.0,68.8,,,3.0,1.0,1,0,1.0,9.0
Nice vs Monaco,Nice,662,Tanguy Ndombélé,M,26,6.3,,0.0,,,2,2.0,100.0,,,,,0,0,,1.0
Nice vs Monaco,Nice,405237,Kaïl Boudache,F,26,6.7,,0.0,1.0,,3,3.0,100.0,1.0,1.0,,,0,0,2.0,5.0
Nice vs Monaco,Nice,449509,Abdulay Juma Bah,D,13,6.9,,0.0,,,3,2.0,66.7,,1.0,,,0,0,2.0,2.0
Nice vs Monaco,Nice,105154,Isak Jansson,F,13,6.3,,0.0,,,6,4.0,66.7,,,,,0,0,,2.0
Nice vs Monaco,Monaco,7313,Philipp Köhn,G,90,7.7,,0.0,,,35,24.0,68.6,,,,1.0,0,0,1.0,1.0
Nice vs Monaco,Monaco,231,Jordan Teze,D,90,7.5,,0.0,1.0,,59,45.0,76.3,4.0,,1.0,,0,0,6.0,8.0
Nice vs Monaco,Monaco,2810,Denis Zakaria,D,90,7.7,,0.0,2.0,,35,34.0,97.1,3.0,2.0,1.0,1.0,0,0,7.0,9.0
Nice vs Monaco,Monaco,261,Thilo Kehrer,D,90,7.5,,0.0,,,48,40.0,83.3,4.0,2.0,1.0,,0,0,8.0,13.0
Nice vs Monaco,Monaco,81,Krépin Diatta,M,76,6.9,,0.0,,,43,32.0,74.4,3.0,,1.0,,0,0,7.0,11.0
Nice vs Monaco,Monaco,374058,Lamine Camara,M,90,7.6,,0.0,,,44,39.0,88.6,2.0,3.0,,1.0,0,0,6.0,7.0
Nice vs Monaco,Monaco,453792,Aladji Bamba,M,75,6.6,,0.0,,,32,24.0,75.0,1.0,1.0,2.0,3.0,0,0,5.0,9.0
Nice vs Monaco,Monaco,301771,Simon Adingra,M,75,6.5,,0.0,1.0,,20,13.0,65.0,2.0,,,,0,0,5.0,12.0
Nice vs Monaco,Monaco,274300,Maghnes Akliouche,F,90,7.3,,0.0,,,36,29.0,80.6,5.0,,,2.0,0,0,9.0,15.0
Nice vs Monaco,Monaco,109,Aleksandr Golovin,F,65,6.3,,0.0,1.0,1.0,30,22.0,73.3,1.0,1.0,1.0,,0,0,2.0,3.0
Nice vs Monaco,Monaco,138835,Folarin Balogun,F,90,5.3,,0.0,2.0,1.0,21,16.0,76.2,,,2.0,,1,0,,8.0
Nice vs Monaco,Monaco,10316,Caio Henrique,D,25,6.6,,0.0,,,5,4.0,80.0,,,,,0,0,,
Nice vs Monaco,Monaco,419035,Mamadou Coulibaly,M,15,6.6,,0.0,1.0,,10,7.0,70.0,1.0,1.0,1.0,,0,0,4.0,6.0
Nice vs Monaco,Monaco,283026,Mika Biereth,F,15,6.3,,0.0,,,2,1.0,50.0,,,,1.0,0,0,1.0,3.0
Nice vs Monaco,Monaco,291649,Vanderson,D,14,6.3,,0.0,,,13,7.0,53.8,,1.0,1.0,,1,0,,1.0
Angers vs Toulouse,Angers,22220,Hervé Koffi,G,90,8,,0.0,,,62,51.0,82.3,,,,1.0,0,0,1.0,1.0
Angers vs Toulouse,Angers,20850,Carlens Arcus,D,90,7.3,,0.0,,,55,47.0,85.5,4.0,1.0,2.0,2.0,1,0,7.0,10.0
Angers vs Toulouse,Angers,271540,Ousmane Camara,D,90,7.3,,0.0,,,57,56.0,98.2,2.0,2.0,,,0,0,8.0,11.0
Angers vs Toulouse,Angers,21381,Jordan Lefort,D,90,7.3,,0.0,,,86,75.0,87.2,3.0,1.0,1.0,,0,0,6.0,9.0
Angers vs Toulouse,Angers,343609,Jacques Ekomié,D,90,6.9,,0.0,,,35,28.0,80.0,1.0,2.0,2.0,2.0,1,0,5.0,11.0
Angers vs Toulouse,Angers,174708,Yassin Belkhdim,M,90,7.5,,0.0,1.0,,35,33.0,94.3,2.0,4.0,,4.0,0,0,9.0,13.0
Angers vs Toulouse,Angers,37652,Branco van den Boomen,M,90,7.5,,1.0,2.0,1.0,52,51.0,98.1,1.0,,2.0,,0,0,2.0,8.0
Angers vs Toulouse,Angers,174660,Lilian Raolisoa,M,90,8.2,1.0,0.0,2.0,1.0,22,19.0,86.4,2.0,,2.0,1.0,1,0,5.0,12.0
Angers vs Toulouse,Angers,289555,Louis Mouton,M,89,7.3,,0.0,2.0,1.0,28,21.0,75.0,2.0,1.0,,3.0,0,0,9.0,12.0
Angers vs Toulouse,Angers,191289,Amine Sbai,M,66,6.7,,0.0,,,12,9.0,75.0,,,1.0,3.0,0,0,5.0,11.0
Angers vs Toulouse,Angers,20817,Goduine Koyalipou,F,79,5.9,,0.0,3.0,1.0,21,15.0,71.4,2.0,,1.0,,0,0,5.0,16.0
Angers vs Toulouse,Angers,403277,Lanroy Machine,F,24,6.5,,0.0,1.0,,5,4.0,80.0,,,,,0,0,1.0,3.0
Angers vs Toulouse,Angers,457541,Prosper Peter,F,11,6.6,,0.0,,,3,2.0,66.7,,,,,0,0,3.0,4.0
