fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%,shots_on_target_ratio,goal_conversion_rate,duel_win_ratio,tackle_success_rate,goal_involvement,cards_total,cards_per_90,fouls_per_90,cards_per_foul,duel_foul_ratio,avg_rating_last_4,avg_goals_last_4,avg_assists_last_4,goal_involvement_last_4,form_index,performance_variance,aggression_index_norm,form_index_team,control_index,opponent,aggression_index_norm_opp,cards_per_90_team,fouls_per_90_team,form_index_team_opp,control_index_opp,cards_per_90_team_opp,fouls_per_90_team_opp,agg_diff,form_diff,control_diff,is_defensive,expected_foul_pressure,expected_card_risk
fulham vs manchester united,manchester united,157997,Amad Diallo,M,52,6.9,0.0,0,1.0,1.0,20.0,4.0,2.0,0.0,0.0,1.0,0,0,3.0,6.0,20.0,1.0,0.0,0.5,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,4.14,0.0,0.3765508684863524,-0.19999999999999996,0.40436902929847396,fulham,0.4951061483319549,1,12.0,-0.18,0.47554403355706637,0,0,-0.11855527984560249,-0.019999999999999962,-0.07117500425859241,0,0.0,0.0
liverpool vs manchester united,manchester united,157997,Amad Diallo,M,59,6.9,0.0,1,0.0,0.0,23.0,5.1,0.0,0.0,3.0,0.0,1,0,1.0,5.0,22.0,0.0,0.0,0.2,0.0,1.0,1,1.5254237288135593,4.576271186440678,0.3333333333333333,0.6,6.9,0.0,0.5,0.5,4.34,0.0,0.6465236218556902,0.0,0.2530817090461715,liverpool,0.22793957598711426,0,8.0,0.42000000000000004,0.5161377578057105,0,0,0.418584045868576,-0.42000000000000004,-0.263056048759539,0,0.0,0.0
manchester city vs manchester united,manchester united,157997,Amad Diallo,F,90,6.9,0.0,0,0.0,0.0,38.0,13.3,2.0,1.0,0.0,0.0,0,0,2.0,7.0,35.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0,0.0,0.0,0.0,0.0,6.9,0.0,0.3333333333333333,0.3333333333333333,4.273333333333333,0.0,0.22341696535244923,0.0,0.4357113200100001,manchester city,0.22627395979429638,0,8.0,0.7,0.3746173983084977,0,0,-0.002856994441847144,-0.7,0.06109392170150241,0,0.0,0.0
manchester united vs arsenal,manchester united,157997,Amad Diallo,F,36,7.3,0.0,0,1.0,1.0,19.0,3.0,3.0,0.0,0.0,2.0,0,0,7.0,7.0,16.0,1.0,0.0,1.0,0.42857142857142855,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.25,0.25,4.3,0.039999999999999925,0.3749602341413756,-0.06,0.41056690760328124,arsenal,1.0,4,19.0,0.27999999999999997,0.2831059366960639,0,0,-0.6250397658586244,-0.33999999999999997,0.12746097090721736,0,0.0,0.0
manchester united vs burnley,manchester united,157997,Amad Diallo,M,90,6.6,0.0,0,2.0,1.0,37.0,11.5,1.0,0.0,0.0,2.0,0,0,4.0,7.0,31.0,0.5,0.0,0.5714285714285714,0.14285714285714285,0.0,0,0.0,0.0,0.0,0.0,6.925000000000001,0.0,0.25,0.25,4.255,0.0825,0.3213886050698195,0.10000000000000003,0.49542738622633914,burnley,0.45288211973417764,5,9.0,-0.12,0.2446484965076436,0,0,-0.13149351466435816,0.22000000000000003,0.25077888971869555,0,0.0,0.0
manchester united vs chelsea,manchester united,157997,Amad Diallo,F,90,6.7,0.0,0,1.0,0.0,27.0,6.8,2.0,1.0,0.0,2.0,0,0,4.0,10.0,25.0,0.0,0.0,0.4,0.2,0.0,0,0.0,0.0,0.0,0.0,6.875,0.0,0.0,0.0,4.125,0.09583333333333328,0.614584167133595,0.18,0.3544096351144657,chelsea,0.7775365315687899,6,14.0,-0.24,0.534346208765057,0,0,-0.1629523644351949,0.42,-0.1799365736505913,0,0.0,0.0
manchester united vs sunderland,manchester united,157997,Amad Diallo,M,90,7.7,0.0,0,2.0,1.0,38.0,14.4,2.0,0.0,0.0,3.0,0,0,8.0,14.0,38.0,0.5,0.0,0.5714285714285714,0.14285714285714285,0.0,0,0.0,0.0,0.0,0.0,7.075,0.0,0.0,0.0,4.245,0.269166666666667,0.3749602341413756,0.24,0.36438385515890076,sunderland,0.5913978494623657,4,12.0,-0.6,0.37392770841723727,0,0,-0.21643761532099015,0.84,-0.00954385325833651,0,0.0,0.0
bournemouth vs newcastle,newcastle,158054,Nick Woltemade,F,84,6.0,0.0,0,0.0,0.0,18.0,2.2,0.0,1.0,1.0,1.0,0,0,4.0,15.0,12.0,0.0,0.0,0.26666666666666666,0.0,0.0,0,0.0,1.0714285714285714,0.0,0.06666666666666667,6.0,0.0,0.0,0.0,3.5999999999999996,0.0,0.37463621603406555,-0.3,0.3335259766411599,bournemouth,0.23487152805571115,2,7.0,0.2333333333333334,0.4865290400425706,0,0,0.1397646879783544,-0.5333333333333334,-0.15300306340141068,0,0.0,0.0
brighton vs newcastle,newcastle,158054,Nick Woltemade,F,90,7.3,1.0,0,3.0,1.0,16.0,2.1,1.0,0.0,2.0,1.0,0,0,5.0,10.0,13.0,0.3333333333333333,1.0,0.5,0.1,1.0,0,0.0,2.0,0.0,0.2,6.65,0.5,0.0,0.5,4.19,0.8449999999999992,0.31787634408602156,-0.13333333333333333,0.44232321537985797,brighton,0.2831011007189667,0,9.0,0.07500000000000007,0.4676072112215799,0,0,0.03477524336705484,-0.2083333333333334,-0.025283995841721918,0,0.0,0.0
newcastle vs arsenal,newcastle,158054,Nick Woltemade,F,67,7.0,1.0,0,1.0,1.0,10.0,0.9,0.0,1.0,0.0,0.0,0,0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.766666666666667,0.6666666666666666,0.0,0.6666666666666666,4.326666666666666,0.4633333333333329,0.2956989247311828,-0.15999999999999998,0.3086451309766628,arsenal,0.3182472039414536,1,9.0,0.18,0.572219435596399,0,0,-0.022548279210270805,-0.33999999999999997,-0.2635743046197362,0,0.0,0.0
newcastle vs nottingham forest,newcastle,158054,Nick Woltemade,F,89,7.2,1.0,0,2.0,1.0,17.0,2.9,2.0,0.0,1.0,2.0,0,0,4.0,8.0,17.0,0.5,1.0,0.5,0.25,1.0,0,0.0,1.0112359550561798,0.0,0.125,6.875,0.75,0.0,0.75,4.425,0.35583333333333306,0.6898263027295286,0.18,0.5124011852022323,nottingham forest,0.7684036393713813,4,15.0,-0.42499999999999993,0.3493699750898704,0,0,-0.07857733664185274,0.605,0.16303121011236194,0,0.0,0.0
newcastle vs wolves,newcastle,158054,Nick Woltemade,F,65,7.9,1.0,0,2.0,1.0,9.0,0.7000000000000001,3.0,0.0,1.0,2.0,0,0,8.0,11.0,8.0,0.5,1.0,0.7272727272727273,0.2727272727272727,1.0,0,0.0,1.3846153846153846,0.0,0.09090909090909091,7.35,1.0,0.0,1.0,4.81,0.1499999999999996,0.38042803970223327,0.18,0.5047481672701766,wolves,0.8795147504824925,4,17.0,-1.3499999999999999,0.3161951708938566,0,0,-0.49908671078025924,1.5299999999999998,0.18855299637631995,0,0.0,0.0
aston villa vs newcastle,newcastle,158694,Valentino Livramento,D,90,7.3,0.0,0,0.0,0.0,54.0,27.5,2.0,0.0,0.0,1.0,0,0,4.0,4.0,51.0,0.0,0.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,4.38,0.0,0.43444995864350705,-0.3,0.45456481854387615,aston villa,0.5850072866201899,2,13.0,0.025000000000000022,0.2891719174255908,0,0,-0.1505573279766828,-0.325,0.16539290111828536,0,0.0,0.0
bournemouth vs newcastle,newcastle,158694,Valentino Livramento,M,90,7.0,0.0,0,0.0,0.0,34.0,9.5,2.0,0.0,1.0,0.0,0,0,4.0,6.0,28.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,1.0,0.0,0.16666666666666666,7.15,0.0,0.0,0.0,4.29,0.04500000000000008,0.37463621603406555,-0.3,0.3335259766411599,bournemouth,0.23487152805571115,2,7.0,0.2333333333333334,0.4865290400425706,0,0,0.1397646879783544,-0.5333333333333334,-0.15300306340141068,0,0.0,0.0
leeds vs newcastle,newcastle,158694,Valentino Livramento,D,90,6.7,0.0,0,0.0,0.0,46.0,18.4,0.0,0.0,1.0,1.0,0,0,2.0,9.0,40.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0.0,1.0,0.0,0.1111111111111111,7.0,0.0,0.0,0.0,4.2,0.09000000000000002,0.6694926936862422,-0.175,0.5173992104261447,leeds,0.37354918754502525,1,10.0,-0.06,0.40410204851930326,0,0,0.29594350614121695,-0.11499999999999999,0.11329716190684141,0,0.0,0.0
newcastle vs arsenal,newcastle,158694,Valentino Livramento,D,77,6.9,0.0,0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,2.0,0,0,2.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.975,0.0,0.0,0.0,4.185,0.06249999999999998,0.2956989247311828,-0.15999999999999998,0.3086451309766628,arsenal,0.3182472039414536,1,9.0,0.18,0.572219435596399,0,0,-0.022548279210270805,-0.33999999999999997,-0.2635743046197362,0,0.0,0.0
newcastle vs liverpool,newcastle,158694,Valentino Livramento,D,90,6.9,0.0,1,0.0,0.0,22.0,3.7,0.0,2.0,0.0,3.0,0,0,6.0,9.0,17.0,0.0,0.0,0.6666666666666666,0.0,1.0,0,0.0,0.0,0.0,0.0,6.875,0.0,0.25,0.25,4.225,0.015833333333333276,0.8518403639371384,-0.07999999999999996,0.2732196679355099,liverpool,0.7450213145002228,3,15.0,0.6200000000000001,0.3733630390692584,0,0,0.10681904943691556,-0.7000000000000001,-0.1001433711337485,0,0.0,0.0
newcastle vs wolves,newcastle,158694,Valentino Livramento,D,90,6.9,0.0,0,0.0,0.0,47.0,21.1,2.0,0.0,1.0,1.0,0,0,5.0,14.0,45.0,0.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0,0.0,1.0,0.0,0.07142857142857142,6.85,0.0,0.25,0.25,4.209999999999999,0.009999999999999957,0.38042803970223327,0.18,0.5047481672701766,wolves,0.8795147504824925,4,17.0,-1.3499999999999999,0.3161951708938566,0,0,-0.49908671078025924,1.5299999999999998,0.18855299637631995,0,0.0,0.0
arsenal vs nottingham forest,nottingham forest,158697,James McAtee,M,17,6.5,0.0,0,0.0,0.0,11.0,1.1,0.0,0.0,0.0,0.0,0,0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.9,0.0,0.4339554788362643,-0.3,0.3677583853824589,arsenal,0.261579818031431,1,8.0,1.3,0.5097272330508547,0,0,0.1723756608048333,-1.6,-0.14196884766839574,0,0.0,0.0
crystal palace vs nottingham forest,nottingham forest,158697,James McAtee,M,19,6.7,0.0,0,0.0,0.0,9.0,0.7000000000000001,0.0,0.0,1.0,2.0,0,0,3.0,6.0,8.0,0.0,0.0,0.5,0.0,0.0,0,0.0,4.7368421052631575,0.0,0.16666666666666666,6.6,0.0,0.0,0.0,3.9599999999999995,0.020000000000000125,0.5026881720430109,-0.16666666666666669,0.48320031466893165,crystal palace,0.5005820543454953,3,11.0,0.24,0.3118297526629355,0,0,0.0021061176975155638,-0.4066666666666667,0.17137056200599615,0,0.0,0.0
nottingham forest vs sunderland,nottingham forest,158697,James McAtee,M,60,6.6,0.0,0,0.0,0.0,24.0,5.8,1.0,0.0,1.0,1.0,0,0,3.0,6.0,24.0,0.0,0.0,0.5,0.16666666666666666,0.0,0,0.0,1.5,0.0,0.16666666666666666,6.6000000000000005,0.0,0.0,0.0,3.96,0.010000000000000063,0.5401522892035228,-0.43999999999999995,0.563179265019834,sunderland,0.18139991728701413,2,6.0,-0.475,0.2908458563986744,0,0,0.35875237191650866,0.03500000000000003,0.27233340862115957,0,0.0,0.0
nottingham forest vs west ham,nottingham forest,158697,James McAtee,M,32,6.6,0.0,0,0.0,0.0,13.0,1.6,1.0,0.0,0.0,0.0,0,0,2.0,3.0,12.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,3.9599999999999995,0.006666666666666709,0.5722911497105047,-0.36000000000000004,0.6081049658937707,west ham,0.11083540115798184,0,6.0,0.06666666666666665,0.41692226621545997,0,0,0.4614557485525228,-0.4266666666666667,0.19118269967831075,0,0.0,0.0
aston villa vs burnley,burnley,161621,Loum Tchaouna,M,59,6.5,0.0,0,0.0,0.0,13.0,1.2,0.0,0.0,0.0,1.0,0,0,2.0,3.0,9.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.9,0.0,0.6590674110835403,0.2,0.3977282777790939,aston villa,0.3883592355578774,3,9.0,0.10000000000000009,0.5203382192457096,0,0,0.2707081755256629,0.09999999999999992,-0.12260994146661564,0,0.0,0.0
burnley vs leeds,burnley,161621,Loum Tchaouna,F,32,7.5,1.0,0,1.0,1.0,3.0,0.1,0.0,1.0,0.0,0.0,0,0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7.0,0.5,0.0,0.5,4.4,0.5,0.4076682942447771,0.30000000000000004,0.2399758080978048,leeds,0.20198511166253103,1,7.0,-0.44999999999999996,0.6018298576662771,0,0,0.20568318258224605,0.75,-0.3618540495684722,0,0.0,0.0
burnley vs liverpool,burnley,161621,Loum Tchaouna,M,63,6.7,0.0,0,0.0,0.0,9.0,0.5,0.0,0.0,1.0,1.0,0,0,2.0,7.0,5.0,0.0,0.0,0.2857142857142857,0.0,0.0,0,0.0,1.4285714285714284,0.0,0.14285714285714285,6.8999999999999995,0.3333333333333333,0.0,0.3333333333333333,4.273333333333333,0.28,0.3837882547559968,-0.09999999999999998,0.11438891605776423,liverpool,0.3555077117695713,2,9.0,-0.09999999999999998,0.765154514110586,0,0,0.028280542986425516,0.0,-0.6507655980528217,0,0.0,0.0
burnley vs nottingham forest,burnley,161621,Loum Tchaouna,M,81,6.7,0.0,0,1.0,0.0,16.0,2.1,1.0,0.0,2.0,1.0,0,0,3.0,7.0,13.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0,0.0,2.2222222222222223,0.0,0.2857142857142857,6.85,0.25,0.0,0.25,4.209999999999999,0.19666666666666674,0.49293985584308164,-0.025000000000000022,0.34560146930159563,nottingham forest,0.4369772998805258,1,11.0,-0.04999999999999999,0.6177874514853874,0,0,0.05596255596255584,0.024999999999999967,-0.27218598218379175,0,0.0,0.0
burnley vs sunderland,burnley,161621,Loum Tchaouna,F,8,6.7,0.0,0,1.0,0.0,10.0,0.6000000000000001,0.0,0.0,0.0,1.0,0,0,3.0,4.0,6.0,0.0,0.0,0.75,0.0,0.0,0,0.0,0.0,0.0,0.0,6.9,0.25,0.0,0.25,4.239999999999999,0.15999999999999995,0.2822865862354183,0.18,0.4046688067091516,sunderland,0.08643507030603804,1,5.0,-0.3,0.5746458057649158,0,0,0.19585151592938027,0.48,-0.16997699905576413,0,0.0,0.0
manchester city vs burnley,burnley,161621,Loum Tchaouna,M,62,6.2,0.0,0,0.0,0.0,10.0,0.7000000000000001,2.0,0.0,0.0,1.0,0,0,4.0,11.0,7.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0,0.0,0.0,0.0,0.0,6.575,0.0,0.0,0.0,3.945,0.06250000000000007,0.26916184174248703,0.05999999999999994,0.25626794405346187,manchester city,0.09136338571822443,1,5.0,0.22499999999999998,0.6888524726762676,0,0,0.17779845602426259,-0.16500000000000004,-0.4325845286228057,0,0.0,0.0
manchester united vs burnley,burnley,161621,Loum Tchaouna,F,25,6.3,0.0,0,1.0,1.0,5.0,0.2,1.0,0.0,0.0,0.0,1,0,3.0,6.0,4.0,1.0,0.0,0.5,0.16666666666666666,0.0,1,3.6,0.0,0.0,0.0,6.4750000000000005,0.0,0.0,0.0,3.8850000000000002,0.06916666666666671,0.45288211973417764,-0.12,0.2446484965076436,manchester united,0.3213886050698195,1,9.0,0.10000000000000003,0.49542738622633914,0,0,0.13149351466435816,-0.22000000000000003,-0.25077888971869555,0,0.0,0.0
tottenham vs burnley,burnley,161621,Loum Tchaouna,F,17,6.7,0.0,0,0.0,0.0,6.0,0.2,1.0,0.0,0.0,0.0,0,0,2.0,3.0,4.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,6.4750000000000005,0.0,0.0,0.0,3.8850000000000002,0.06916666666666671,0.23235986511420753,0.05999999999999994,0.25502400060247077,tottenham,0.584049118788573,0,14.0,0.14,0.5254474654657542,0,0,-0.3516892536743655,-0.08000000000000007,-0.2704234648632834,0,0.0,0.0
chelsea vs brighton,chelsea,161907,Malo Gusto,D,27,6.0,0.0,0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,1.0,0,0,4.0,5.0,9.0,0.0,0.0,0.8,0.4,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.5999999999999996,0.0,0.41830758558125886,-0.1499999999999999,0.43179719968123664,brighton,0.854907637165702,5,16.0,0.33999999999999997,0.3773456975789801,0,0,-0.4366000515844431,-0.4899999999999999,0.05445150210225652,0,0.0,0.0
chelsea vs crystal palace,chelsea,161907,Malo Gusto,D,12,6.6,0.0,0,1.0,0.0,16.0,2.6,0.0,0.0,0.0,0.0,0,0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,3.78,0.1799999999999998,0.4098083815825751,-0.29999999999999993,0.6750138973186683,crystal palace,0.5600478296831735,3,12.0,-0.1499999999999999,0.19716755352325016,0,0,-0.15023944810059836,-0.15000000000000002,0.4778463437954182,0,0.0,0.0
chelsea vs fulham,chelsea,161907,Malo Gusto,D,90,7.0,0.0,0,0.0,0.0,54.0,27.0,2.0,2.0,1.0,2.0,0,0,4.0,6.0,50.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,1.0,0.0,0.16666666666666666,6.533333333333334,0.0,0.0,0.0,3.9200000000000004,0.2533333333333333,0.4639583752486978,-0.125,0.5168535515187486,fulham,0.8094351884674467,2,17.0,-0.375,0.37630380563737026,0,0,-0.34547681321874885,0.25,0.1405497458813783,0,0.0,0.0
chelsea vs liverpool,chelsea,161907,Malo Gusto,M,90,6.9,0.0,1,1.0,0.0,54.0,25.9,1.0,0.0,1.0,0.0,0,0,1.0,1.0,48.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,1.0,6.625,0.0,0.25,0.25,4.074999999999999,0.20250000000000004,0.28124847954069965,0.09999999999999998,0.4868931569317025,liverpool,0.29387923904052937,2,8.0,-0.09999999999999998,0.36558191256097017,0,0,-0.012630759499829725,0.19999999999999996,0.12131124437073232,0,0.0,0.0
manchester united vs chelsea,chelsea,161907,Malo Gusto,D,26,6.7,0.0,0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,15.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,6.8,0.0,0.25,0.25,4.18,0.033333333333333416,0.7775365315687899,-0.24,0.534346208765057,manchester united,0.614584167133595,3,13.0,0.18,0.3544096351144657,0,0,0.1629523644351949,-0.42,0.1799365736505913,0,0.0,0.0
nottingham forest vs chelsea,chelsea,161907,Malo Gusto,M,87,6.0,0.0,0,0.0,0.0,45.0,17.1,1.0,1.0,4.0,0.0,2,1,1.0,9.0,38.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,3,3.103448275862069,4.137931034482759,0.75,0.4444444444444444,6.65,0.0,0.25,0.25,4.09,0.20333333333333314,0.8568769939737683,-0.09999999999999987,0.4023163342260851,nottingham forest,0.581487061325771,2,13.0,-0.16000000000000003,0.424357926031848,0,0,0.27538993264799727,0.060000000000000164,-0.022041591805762928,0,0.0,0.0
west ham vs chelsea,chelsea,161907,Malo Gusto,D,69,6.5,0.0,0,0.0,0.0,28.0,7.0,2.0,1.0,0.0,1.0,0,0,4.0,6.0,25.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,6.525,0.0,0.25,0.25,4.015,0.14916666666666625,0.376101341388859,0.4600000000000001,0.55037417349589,west ham,0.17034279937505747,0,7.0,0.08000000000000002,0.4099608459976822,0,0,0.2057585420138015,0.38000000000000006,0.14041332749820784,0,0.0,0.0
arsenal vs manchester city,manchester city,161933,Nico González,M,14,6.2,0.0,0,0.0,0.0,7.0,0.4,0.0,0.0,1.0,0.0,0,0,2.0,9.0,6.0,0.0,0.0,0.2222222222222222,0.0,0.0,0,0.0,6.428571428571428,0.0,0.1111111111111111,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.41296755812884844,-0.09999999999999998,0.23151899583836755,arsenal,0.433085194375517,1,11.0,1.35,0.6724151597472106,0,0,-0.02011763624666857,-1.4500000000000002,-0.440896163908843,0,0.0,0.0
brentford vs manchester city,manchester city,161933,Nico González,M,68,7.0,0.0,0,0.0,0.0,60.0,30.6,4.0,1.0,1.0,1.0,0,0,7.0,10.0,51.0,0.0,0.0,0.7,0.4,0.0,0,0.0,1.3235294117647058,0.0,0.1,6.6,0.0,0.0,0.0,3.9599999999999995,0.32000000000000023,0.1796939619520265,-0.09999999999999998,0.6729158276278695,brentford,0.44287442943356936,3,10.0,-0.20000000000000007,0.2878772742024407,0,0,-0.2631804674815429,0.10000000000000009,0.3850385534254288,0,0.0,0.0
manchester city vs burnley,manchester city,161933,Nico González,M,90,7.5,0.0,0,0.0,0.0,85.0,65.5,1.0,0.0,0.0,1.0,0,0,6.0,6.0,77.0,0.0,0.0,1.0,0.16666666666666666,0.0,0,0.0,0.0,0.0,0.0,6.8999999999999995,0.0,0.0,0.0,4.14,0.43000000000000044,0.09136338571822443,0.22499999999999998,0.6888524726762676,burnley,0.26916184174248703,3,7.0,0.05999999999999994,0.25626794405346187,0,0,-0.17779845602426259,0.16500000000000004,0.4325845286228057,0,0.0,0.0
manchester city vs everton,manchester city,161933,Nico González,M,86,6.5,0.0,0,0.0,0.0,82.0,60.7,2.0,1.0,1.0,0.0,0,0,6.0,13.0,74.0,0.0,0.0,0.46153846153846156,0.15384615384615385,0.0,0,0.0,1.0465116279069768,0.0,0.07692307692307693,6.8,0.0,0.0,0.0,4.08,0.3266666666666669,0.2274607113316791,0.38000000000000006,0.7920456567946415,everton,0.6405293631100083,2,14.0,-0.31999999999999995,0.2632882266075983,0,0,-0.4130686517783292,0.7,0.5287574301870431,0,0.0,0.0
manchester city vs manchester united,manchester city,161933,Nico González,M,14,6.9,0.0,0,0.0,0.0,6.0,0.30000000000000004,0.0,0.0,0.0,0.0,0,0,2.0,3.0,5.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,6.9750000000000005,0.0,0.0,0.0,4.1850000000000005,0.169166666666667,0.22627395979429638,0.7,0.3746173983084977,manchester united,0.22341696535244923,0,8.0,0.0,0.4357113200100001,0,0,0.002856994441847144,0.7,-0.06109392170150241,0,0.0,0.0
manchester city vs tottenham,manchester city,161933,Nico González,M,75,7.0,0.0,0,0.0,0.0,55.0,28.1,3.0,0.0,1.0,1.0,1,0,8.0,12.0,51.0,0.0,0.0,0.6666666666666666,0.25,0.0,1,1.2000000000000002,1.2000000000000002,1.0,0.08333333333333333,6.9750000000000005,0.0,0.0,0.0,4.1850000000000005,0.169166666666667,0.20174015397340458,0.66,0.5191774734863741,tottenham,0.5911043517703248,4,12.0,-0.06666666666666654,0.2905048249066295,0,0,-0.3893641977969202,0.7266666666666666,0.22867264857974462,0,0.0,0.0
wolves vs manchester city,manchester city,161933,Nico González,M,90,7.6,0.0,0,0.0,0.0,78.0,56.2,3.0,1.0,1.0,3.0,0,0,11.0,14.0,72.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0,0.0,1.0,0.0,0.07142857142857142,7.0,0.0,0.0,0.0,4.2,0.20666666666666675,0.23610421836228287,0.96,0.5356517927591459,wolves,0.5463459537340911,1,13.0,0.040000000000000036,0.38427080799180624,0,0,-0.3102417353718082,0.9199999999999999,0.15138098476733963,0,0.0,0.0
chelsea vs crystal palace,chelsea,161948,Liam Delap,F,18,6.2,0.0,0,1.0,1.0,4.0,0.1,0.0,0.0,0.0,0.0,0,0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.4098083815825751,-0.29999999999999993,0.6750138973186683,crystal palace,0.5600478296831735,3,12.0,-0.1499999999999999,0.19716755352325016,0,0,-0.15023944810059836,-0.15000000000000002,0.4778463437954182,0,0.0,0.0
chelsea vs fulham,chelsea,161948,Liam Delap,F,14,6.3,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.428571428571428,0.0,0.5,6.25,0.0,0.0,0.0,3.75,0.0049999999999999645,0.4639583752486978,-0.125,0.5168535515187486,fulham,0.8094351884674467,2,17.0,-0.375,0.37630380563737026,0,0,-0.34547681321874885,0.25,0.1405497458813783,0,0.0,0.0
west ham vs chelsea,chelsea,161948,Liam Delap,F,62,6.9,0.0,0,1.0,1.0,8.0,0.5,0.0,0.0,0.0,1.0,0,0,3.0,5.0,6.0,1.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,6.466666666666666,0.0,0.0,0.0,3.8799999999999994,0.14333333333333348,0.376101341388859,0.4600000000000001,0.55037417349589,west ham,0.17034279937505747,0,7.0,0.08000000000000002,0.4099608459976822,0,0,0.2057585420138015,0.38000000000000006,0.14041332749820784,0,0.0,0.0
bournemouth vs brighton,brighton,162007,Maxim De Cuyper,D,24,6.5,0.0,0,0.0,0.0,6.0,0.30000000000000004,2.0,0.0,0.0,0.0,0,0,2.0,3.0,5.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.9,0.0,0.4773175542406312,-0.7,0.3394131430626657,bournemouth,0.7691421481744062,4,15.0,-0.19999999999999996,0.35160846939852575,0,0,-0.29182459393377497,-0.5,-0.012195326335860068,0,0.0,0.0
brighton vs fulham,brighton,162007,Maxim De Cuyper,D,90,6.3,0.0,0,0.0,0.0,33.0,9.9,2.0,1.0,3.0,1.0,0,0,3.0,10.0,30.0,0.0,0.0,0.3,0.2,0.0,0,0.0,3.0,0.0,0.3,6.4,0.0,0.0,0.0,3.84,0.020000000000000125,0.7886387805742646,-0.55,0.4653912883957515,fulham,0.7388459105726659,3,15.0,-0.29999999999999993,0.3726552138465918,0,0,0.04979287000159871,-0.2500000000000001,0.09273607454915972,0,0.0,0.0
brighton vs manchester city,brighton,162007,Maxim De Cuyper,D,90,7.7,0.0,0,0.0,0.0,48.0,16.8,1.0,1.0,0.0,3.0,0,0,6.0,11.0,35.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0,0.0,0.0,0.0,0.0,6.833333333333333,0.0,0.0,0.0,4.1,0.573333333333333,0.7560794044665013,-0.23333333333333328,0.2841306599160002,manchester city,0.6410601047697823,2,14.0,-0.09999999999999998,0.5093535332295004,0,0,0.11501929969671909,-0.1333333333333333,-0.22522287331350016,0,0.0,0.0
