fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%
Real Sociedad vs Espanyol,Espanyol,187987,Ramón Terrats,M,21,6.3,,0.0,,,8.0,0.5,1.0,,1.0,1.0,0,0,2.0,7.0,6.0
Real Sociedad vs Espanyol,Espanyol,47396,Kike García,F,21,6.2,,0.0,,,5.0,0.1,,,1.0,,0,0,3.0,10.0,1.0
Real Sociedad vs Espanyol,Espanyol,184407,Jose Salinas,D,10,6.3,,0.0,,,2.0,0.0,,,1.0,,0,0,,1.0,1.0
Real Sociedad vs Espanyol,Espanyol,297742,Antoniu Roca,F,9,6.3,,0.0,,,,,1.0,,,,0,0,1.0,2.0,
Oviedo vs Real Madrid,Oviedo,46673,Aarón Escandell,G,90,7.7,,0.0,,,43.0,10.8,,,,1.0,0,0,2.0,2.0,25.0
Oviedo vs Real Madrid,Oviedo,47429,David Costas,D,90,6.9,,0.0,,,39.0,12.9,2.0,4.0,,,0,0,3.0,3.0,33.0
Oviedo vs Real Madrid,Oviedo,46966,Dani Calvo,D,90,6.9,,0.0,,,43.0,16.8,2.0,,1.0,1.0,1,0,5.0,6.0,39.0
Oviedo vs Real Madrid,Oviedo,107140,Oier Luengo,D,45,6.7,,0.0,,,21.0,3.6,1.0,1.0,,,0,0,1.0,1.0,17.0
Oviedo vs Real Madrid,Oviedo,46657,Nacho Vidal,M,90,6.3,,0.0,,,17.0,2.5,2.0,,1.0,1.0,0,0,4.0,7.0,15.0
Oviedo vs Real Madrid,Oviedo,3608,Kwasi Sibo,M,90,6.2,,0.0,2.0,1.0,39.0,13.7,1.0,2.0,1.0,,0,0,1.0,7.0,35.0
Oviedo vs Real Madrid,Oviedo,2922,Leander Dendoncker,M,90,6.9,,0.0,1.0,1.0,45.0,18.4,2.0,,,,0,0,3.0,6.0,41.0
Oviedo vs Real Madrid,Oviedo,295223,Abdel Rahim,M,90,6.5,,0.0,,,40.0,14.0,3.0,1.0,,,0,0,3.0,4.0,35.0
Oviedo vs Real Madrid,Oviedo,38699,Luka Ilić,F,72,7.3,,0.0,,,22.0,3.5,2.0,1.0,1.0,2.0,1,0,5.0,12.0,16.0
Oviedo vs Real Madrid,Oviedo,2461,Salomón Rondón,F,72,5.9,,0.0,,,11.0,0.8,,,1.0,,0,0,2.0,11.0,7.0
Oviedo vs Real Madrid,Oviedo,266202,Ilyas Chaira,F,79,6.3,,0.0,,,25.0,6.0,1.0,,1.0,,0,0,1.0,9.0,24.0
Oviedo vs Real Madrid,Oviedo,20844,Haissem Hassan,F,45,6.2,,0.0,2.0,1.0,12.0,1.1,1.0,1.0,,,0,0,3.0,8.0,9.0
Oviedo vs Real Madrid,Oviedo,19613,Ovie Ejaria,M,19,6.7,,0.0,,,10.0,1.0,1.0,,1.0,1.0,0,0,3.0,4.0,10.0
Oviedo vs Real Madrid,Oviedo,51530,Federico Viñas,F,19,6.7,,0.0,1.0,,2.0,0.0,2.0,,1.0,,0,0,2.0,4.0,2.0
Oviedo vs Real Madrid,Oviedo,2762,Josip Brekalo,M,12,6.2,,0.0,,,5.0,0.2,,,,,0,0,,1.0,5.0
Oviedo vs Real Madrid,Real Madrid,730,Thibaut Courtois,G,90,7.3,,0.0,,,16.0,2.4,1.0,,,,0,0,1.0,1.0,15.0
Oviedo vs Real Madrid,Real Madrid,733,Daniel Carvajal,D,87,7.3,,0.0,,,66.0,41.6,4.0,1.0,,,0,0,5.0,6.0,63.0
Oviedo vs Real Madrid,Real Madrid,2285,Antonio Rüdiger,D,90,7.2,,0.0,1.0,,71.0,48.3,1.0,,1.0,,0,0,3.0,6.0,68.0
Oviedo vs Real Madrid,Real Madrid,361497,Dean Huijsen,D,90,7.6,,0.0,1.0,,100.0,88.0,4.0,,2.0,,0,0,6.0,10.0,88.0
Oviedo vs Real Madrid,Real Madrid,284300,Álvaro Carreras,D,90,6.7,,0.0,,,55.0,26.4,,1.0,,1.0,0,0,4.0,10.0,48.0
Oviedo vs Real Madrid,Real Madrid,756,Federico Valverde,M,90,7.3,,0.0,3.0,2.0,78.0,56.9,2.0,1.0,,1.0,0,0,3.0,4.0,73.0
Oviedo vs Real Madrid,Real Madrid,1271,Aurélien Tchouaméni,M,90,7.6,,0.0,1.0,,75.0,52.5,3.0,5.0,,3.0,0,0,9.0,11.0,70.0
Oviedo vs Real Madrid,Real Madrid,449249,Franco Mastantuono,M,63,6.2,,0.0,1.0,,40.0,14.8,2.0,,,,0,0,2.0,7.0,37.0
Oviedo vs Real Madrid,Real Madrid,291964,Arda Güler,M,74,7.2,,1.0,1.0,1.0,65.0,39.6,2.0,,1.0,,0,0,3.0,5.0,61.0
Oviedo vs Real Madrid,Real Madrid,10009,Rodrygo,M,63,6.9,,0.0,2.0,2.0,50.0,23.5,1.0,,,1.0,0,0,3.0,6.0,47.0
Oviedo vs Real Madrid,Real Madrid,278,Kylian Mbappé,F,87,9.3,2.0,0.0,4.0,3.0,55.0,27.5,,,,1.0,0,0,3.0,5.0,50.0
Oviedo vs Real Madrid,Real Madrid,744,Brahim Díaz,M,28,6.9,,1.0,,,12.0,1.3,,,,,0,0,1.0,3.0,11.0
Oviedo vs Real Madrid,Real Madrid,762,Vinícius Júnior,F,28,8.5,1.0,1.0,1.0,1.0,6.0,0.3,2.0,,2.0,,1,0,2.0,6.0,5.0
Oviedo vs Real Madrid,Real Madrid,336711,Gonzalo García,F,17,6.7,,0.0,1.0,1.0,5.0,0.2,1.0,1.0,,,0,0,1.0,2.0,4.0
Oviedo vs Real Madrid,Real Madrid,283,Trent Alexander-Arnold,D,4,,,0.0,,,,,,,,,0,0,1.0,1.0,
Oviedo vs Real Madrid,Real Madrid,748,Dani Ceballos,M,4,,,0.0,,,5.0,0.2,,,1.0,,0,0,,2.0,4.0
Athletic Club vs Rayo Vallecano,Athletic Club,47270,Unai Simón,G,90,6.6,,0.0,,,28.0,4.2,,,,1.0,0,0,1.0,1.0,15.0
Athletic Club vs Rayo Vallecano,Athletic Club,182181,Jesús Areso,D,90,7.9,,0.0,,,34.0,10.5,2.0,2.0,2.0,,0,0,4.0,7.0,31.0
Athletic Club vs Rayo Vallecano,Athletic Club,47278,Daniel Vivian,D,90,7.3,,0.0,,,45.0,14.8,2.0,,1.0,,0,0,4.0,6.0,33.0
Athletic Club vs Rayo Vallecano,Athletic Club,183849,Aitor Paredes,D,90,7.2,,0.0,,,28.0,6.2,1.0,2.0,,,0,0,4.0,4.0,22.0
Athletic Club vs Rayo Vallecano,Athletic Club,47273,Yuri Berchiche,D,90,7.2,,0.0,,,47.0,18.3,3.0,,,1.0,0,0,7.0,9.0,39.0
Athletic Club vs Rayo Vallecano,Athletic Club,383780,Mikel Jauregizar,M,90,6.3,,0.0,,,30.0,6.3,2.0,1.0,,1.0,0,0,6.0,13.0,21.0
Athletic Club vs Rayo Vallecano,Athletic Club,47007,Iñigo Ruiz de Galarreta,M,67,7.2,,0.0,,,29.0,7.2,1.0,,2.0,3.0,0,0,6.0,9.0,25.0
Athletic Club vs Rayo Vallecano,Athletic Club,47294,Iñaki Williams,M,79,6.5,,0.0,1.0,,11.0,0.9,,,2.0,,0,0,1.0,3.0,8.0
Athletic Club vs Rayo Vallecano,Athletic Club,30510,Álex Berenguer,M,87,6.6,,0.0,,,20.0,3.0,1.0,,1.0,2.0,0,0,4.0,9.0,15.0
Athletic Club vs Rayo Vallecano,Athletic Club,183799,Nico Williams,M,88,7.5,,0.0,3.0,2.0,23.0,3.2,1.0,,,2.0,0,0,7.0,11.0,14.0
Athletic Club vs Rayo Vallecano,Athletic Club,287680,Maroan Sannadi,F,45,6.6,,0.0,1.0,1.0,8.0,0.5,,,1.0,,0,0,3.0,6.0,6.0
Athletic Club vs Rayo Vallecano,Athletic Club,128398,Oihan Sancet,M,45,7.3,1.0,0.0,2.0,1.0,9.0,0.6,1.0,,1.0,2.0,0,0,3.0,8.0,7.0
Athletic Club vs Rayo Vallecano,Athletic Club,182617,Beñat Prados,M,23,6.3,,0.0,,,12.0,1.1,,,2.0,,0,0,,2.0,9.0
Athletic Club vs Rayo Vallecano,Athletic Club,47291,Gorka Guruzeta,F,11,6.3,,0.0,,,6.0,0.3,,,1.0,,0,0,1.0,4.0,5.0
Athletic Club vs Rayo Vallecano,Athletic Club,47418,Mikel Vesga,M,9,6.3,,0.0,,,2.0,0.0,,,,,0,0,,1.0,2.0
Athletic Club vs Rayo Vallecano,Athletic Club,332308,Unai Gómez,M,8,6.5,,0.0,,,2.0,0.0,,,,,0,0,,1.0,1.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,11379,Augusto Batalla,G,90,7.3,,0.0,,,42.0,11.3,1.0,,,1.0,0,0,3.0,3.0,27.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,1703,Andrei Rațiu,D,90,5.9,,0.0,,,39.0,13.3,1.0,3.0,2.0,,1,0,1.0,8.0,34.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,18895,Florian Lejeune,D,90,7.2,,0.0,1.0,,65.0,36.4,2.0,2.0,1.0,,0,0,5.0,9.0,56.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,1847,Luiz Felipe,D,90,6.7,,0.0,,,59.0,33.6,1.0,1.0,1.0,,0,0,2.0,5.0,57.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,181734,Josep Chavarría,D,82,6.5,,0.0,,,45.0,16.6,1.0,1.0,1.0,2.0,1,0,4.0,7.0,37.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,131546,Isi Palazón,M,79,6.2,,0.0,,,31.0,7.4,,,1.0,3.0,0,0,4.0,11.0,24.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,41552,Pathé Ismaël Ciss,M,90,7.3,,0.0,,,67.0,38.9,2.0,2.0,1.0,1.0,0,0,5.0,8.0,58.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,47285,Unai López,M,55,7.2,,0.0,,,47.0,19.7,2.0,2.0,1.0,,1,0,5.0,8.0,42.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,47543,Álvaro García,M,90,6.6,,0.0,,,32.0,7.0,3.0,1.0,1.0,1.0,1,0,5.0,10.0,22.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,46887,Pedro Díaz,F,55,6.2,,0.0,1.0,,19.0,2.9,2.0,1.0,,,0,0,3.0,8.0,15.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,128582,Jorge de Frutos,F,79,6.3,,0.0,1.0,1.0,8.0,0.3,,,1.0,1.0,0,0,1.0,6.0,4.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,47414,Gerard Gumbau,M,35,5.9,,0.0,,,12.0,1.0,1.0,,3.0,1.0,0,0,3.0,7.0,8.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,162931,Fran Pérez,M,35,6.7,,0.0,,,10.0,1.0,,,,,0,0,,,10.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,52,Sergio Camello,F,11,6.7,,0.0,,,8.0,0.5,,,,1.0,0,0,2.0,3.0,6.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,122657,Randy Nteka,M,11,6.7,,0.0,,,4.0,0.2,,,,,0,0,,,4.0
Athletic Club vs Rayo Vallecano,Rayo Vallecano,47557,Óscar Trejo,M,8,6.3,,0.0,,,10.0,0.9,,,,,0,0,,1.0,9.0
Sevilla vs Getafe,Sevilla,19172,Ørjan Nyland,G,90,5.9,,0.0,,,29.0,6.4,,,,,0,0,,,22.0
Sevilla vs Getafe,Sevilla,182772,Juanlu Sánchez,D,85,7.2,,0.0,1.0,,35.0,10.8,4.0,,1.0,3.0,0,0,8.0,9.0,31.0
Sevilla vs Getafe,Sevilla,338902,Andres Castrin,D,90,7,,0.0,3.0,1.0,88.0,67.8,2.0,1.0,,4.0,0,0,11.0,17.0,77.0
Sevilla vs Getafe,Sevilla,297311,Kike Salas,D,90,7.7,,0.0,,,100.0,81.0,4.0,2.0,,3.0,0,0,13.0,16.0,81.0
Sevilla vs Getafe,Sevilla,195923,José Ángel Carmona,D,90,6.3,,0.0,,,46.0,19.3,2.0,,2.0,6.0,1,0,12.0,19.0,42.0
Sevilla vs Getafe,Sevilla,1489,Nemanja Gudelj,M,90,6.9,,0.0,1.0,1.0,66.0,39.6,1.0,,1.0,2.0,0,0,3.0,5.0,60.0
Sevilla vs Getafe,Sevilla,21004,Lucien Agoumé,M,90,7.2,,0.0,,,51.0,20.9,5.0,1.0,1.0,,0,0,10.0,15.0,41.0
Sevilla vs Getafe,Sevilla,25458,Dodi Lukebakio,M,90,6.9,,0.0,,,37.0,12.2,,,1.0,2.0,0,0,3.0,8.0,33.0
Sevilla vs Getafe,Sevilla,48471,Ruben Vargas,M,57,6.2,,0.0,,,16.0,1.9,1.0,,,1.0,0,0,3.0,5.0,12.0
Sevilla vs Getafe,Sevilla,39121,Chidera Ejuke,M,67,6.9,,0.0,,,28.0,6.7,2.0,1.0,1.0,1.0,0,0,5.0,10.0,24.0
Sevilla vs Getafe,Sevilla,57446,Akor Adams,F,90,6.3,,0.0,3.0,1.0,10.0,0.6,1.0,,2.0,,0,0,2.0,7.0,6.0
Sevilla vs Getafe,Sevilla,162126,Peque Fernández,F,33,6.3,,0.0,1.0,,14.0,1.7,,,1.0,1.0,1,0,2.0,6.0,12.0
Sevilla vs Getafe,Sevilla,185398,Isaac Romero,F,23,6.3,,0.0,2.0,,7.0,0.4,1.0,,,,0,0,1.0,3.0,6.0
Sevilla vs Getafe,Sevilla,47329,Adrià Pedrosa,D,13,6.9,,0.0,,,6.0,0.4,1.0,,,1.0,0,0,2.0,2.0,6.0
Sevilla vs Getafe,Getafe,47247,David Soria,G,90,6.3,,0.0,,,30.0,1.5,,,,,0,0,1.0,1.0,5.0
Sevilla vs Getafe,Getafe,119742,Juan Iglesias,D,90,6,,0.0,1.0,1.0,15.0,1.4,3.0,,2.0,3.0,0,0,8.0,16.0,9.0
Sevilla vs Getafe,Getafe,47250,Djené,D,90,6.3,,0.0,,,23.0,3.5,,,,,0,0,1.0,2.0,15.0
Sevilla vs Getafe,Getafe,46795,Domingos Duarte,D,90,6.2,,0.0,,,12.0,0.5,,,,1.0,0,0,2.0,3.0,4.0
Sevilla vs Getafe,Getafe,18867,Diego Rico,D,90,6.9,,0.0,1.0,1.0,21.0,3.1,3.0,1.0,1.0,1.0,0,0,4.0,8.0,15.0
Sevilla vs Getafe,Getafe,471478,Davinchi,D,90,6.3,,0.0,,,24.0,3.6,1.0,,4.0,,0,0,1.0,5.0,15.0
Sevilla vs Getafe,Getafe,343205,Mario Martín,M,90,6,,0.0,,,16.0,1.4,2.0,,7.0,,1,0,6.0,23.0,9.0
Sevilla vs Getafe,Getafe,47085,Luis Milla,M,89,8.3,,2.0,,,36.0,11.2,3.0,1.0,,1.0,0,0,7.0,7.0,31.0
Sevilla vs Getafe,Getafe,47258,Mauro Arambarri,M,90,6.2,,0.0,1.0,1.0,18.0,2.2,2.0,,2.0,2.0,1,0,6.0,18.0,12.0
Sevilla vs Getafe,Getafe,394573,Adrian Liso,F,90,8.6,2.0,0.0,3.0,3.0,15.0,1.6,1.0,,3.0,1.0,0,0,3.0,13.0,11.0
Sevilla vs Getafe,Getafe,403554,Christantus Uche,F,90,6.2,,0.0,1.0,,11.0,0.7,1.0,,5.0,1.0,0,0,8.0,25.0,6.0
Celta Vigo vs Real Betis,Celta Vigo,30765,Ionuț Radu,G,90,6.3,,0.0,,,21.0,3.4,,,,,0,0,,,16.0
Celta Vigo vs Real Betis,Celta Vigo,384135,Javi Rodríguez,D,90,6.2,,0.0,1.0,,62.0,35.3,,,2.0,,0,0,,5.0,57.0
Celta Vigo vs Real Betis,Celta Vigo,329722,Yoel Lago,D,90,7.2,,0.0,,,50.0,24.0,2.0,1.0,2.0,1.0,1,0,4.0,7.0,48.0
Celta Vigo vs Real Betis,Celta Vigo,21584,Mihailo Ristić,D,58,7,,0.0,,,37.0,12.9,,,,,0,0,2.0,3.0,35.0
Celta Vigo vs Real Betis,Celta Vigo,162712,Óscar Mingueza,M,90,6.9,,0.0,,,42.0,16.0,1.0,,1.0,1.0,0,0,2.0,5.0,38.0
Celta Vigo vs Real Betis,Celta Vigo,313651,Hugo Sotelo,M,90,7.6,,0.0,,,76.0,50.9,3.0,1.0,3.0,,0,0,3.0,7.0,67.0
Celta Vigo vs Real Betis,Celta Vigo,162123,Ilaix Moriba,M,90,7.5,,0.0,,,40.0,14.8,8.0,,1.0,2.0,0,0,10.0,17.0,37.0
Celta Vigo vs Real Betis,Celta Vigo,329720,Hugo Álvarez,M,72,7.9,1.0,0.0,1.0,1.0,35.0,10.8,,3.0,,2.0,0,0,3.0,5.0,31.0
Celta Vigo vs Real Betis,Celta Vigo,320517,Pablo Durán,F,72,6.2,,0.0,2.0,2.0,12.0,0.8,1.0,,,,0,0,1.0,7.0,7.0
Celta Vigo vs Real Betis,Celta Vigo,269163,Williot Swedberg,F,46,6.3,,0.0,,,9.0,0.7,1.0,,2.0,,0,0,2.0,5.0,8.0
Celta Vigo vs Real Betis,Celta Vigo,47348,Borja Iglesias,F,67,6.9,,0.0,2.0,,19.0,3.0,,,,2.0,0,0,3.0,6.0,16.0
Celta Vigo vs Real Betis,Celta Vigo,179955,Javier Rueda,D,51,6.9,,0.0,1.0,,31.0,8.1,,1.0,,,0,0,,,26.0
Celta Vigo vs Real Betis,Celta Vigo,2278,Marcos Alonso,D,32,7,,0.0,1.0,,25.0,6.0,1.0,,,1.0,0,0,3.0,3.0,24.0
Celta Vigo vs Real Betis,Celta Vigo,122734,Ferran Jutglà,F,23,6.3,,0.0,2.0,2.0,8.0,0.3,,,1.0,,0,0,1.0,4.0,4.0
Celta Vigo vs Real Betis,Celta Vigo,286639,Bryan Zaragoza,F,18,7.2,,0.0,,,9.0,0.8,,,,,0,0,1.0,1.0,9.0
Celta Vigo vs Real Betis,Celta Vigo,47445,Iago Aspas,F,18,6.6,,0.0,1.0,,20.0,3.8,,1.0,1.0,1.0,0,0,2.0,3.0,19.0
Celta Vigo vs Real Betis,Real Betis,46990,Álvaro Valles,G,90,6.9,,0.0,,,36.0,9.7,,,,,0,0,2.0,2.0,27.0
Celta Vigo vs Real Betis,Real Betis,1439,Héctor Bellerín,D,90,6.2,,0.0,,,56.0,28.0,,,,,0,0,,1.0,50.0
Celta Vigo vs Real Betis,Real Betis,1561,Marc Bartra,D,90,8.3,1.0,0.0,2.0,1.0,74.0,53.3,2.0,,1.0,,0,0,5.0,7.0,72.0
Celta Vigo vs Real Betis,Real Betis,195100,Natan,D,90,6.6,,0.0,,,52.0,23.9,,,2.0,,0,0,1.0,3.0,46.0
Celta Vigo vs Real Betis,Real Betis,1631,Ricardo Rodríguez,D,90,6.6,,0.0,,,55.0,28.6,,,,1.0,0,0,1.0,2.0,52.0
Celta Vigo vs Real Betis,Real Betis,286084,Sergi Altimira,M,72,7.5,,0.0,,,55.0,29.1,3.0,1.0,,1.0,1,0,4.0,4.0,53.0
Celta Vigo vs Real Betis,Real Betis,1697,Pablo Fornals,M,90,7.3,,0.0,,,83.0,61.4,2.0,1.0,2.0,2.0,0,0,5.0,9.0,74.0
Celta Vigo vs Real Betis,Real Betis,47119,Aitor Ruibal,M,53,6.5,,0.0,,,21.0,4.0,2.0,1.0,1.0,,0,0,3.0,10.0,19.0
Celta Vigo vs Real Betis,Real Betis,1578,Giovani Lo Celso,M,89,6.9,,1.0,,,57.0,30.8,2.0,,,2.0,0,0,6.0,12.0,54.0
Celta Vigo vs Real Betis,Real Betis,136117,Rodrigo Riquelme,M,72,6.7,,0.0,1.0,1.0,37.0,11.1,1.0,1.0,,2.0,0,0,3.0,4.0,30.0
Celta Vigo vs Real Betis,Real Betis,47582,Cucho Hernández,F,72,6.2,,0.0,1.0,,16.0,1.9,1.0,,1.0,2.0,0,0,4.0,7.0,12.0
Celta Vigo vs Real Betis,Real Betis,443163,Pablo García,F,37,7.2,,0.0,,,17.0,2.9,2.0,,2.0,1.0,1,0,4.0,7.0,17.0
Celta Vigo vs Real Betis,Real Betis,355004,Valentín Gómez,D,18,6.7,,0.0,,,5.0,0.2,,,,,0,0,,1.0,5.0
Celta Vigo vs Real Betis,Real Betis,47579,Chimy Ávila,F,18,6.5,,0.0,,,3.0,0.0,,,1.0,,0,0,,2.0,1.0
Celta Vigo vs Real Betis,Real Betis,3033,Cédric Bakambu,F,18,6.3,,0.0,,,3.0,0.1,,,1.0,1.0,0,0,1.0,4.0,2.0
Elche vs Levante,Elche,11346,Matías Dituro,G,90,7.2,,0.0,,,44.0,15.4,,,,,0,0,,,35.0
Elche vs Levante,Elche,162058,Víctor Chust,D,90,7.2,,0.0,,,57.0,29.6,1.0,2.0,1.0,1.0,0,0,2.0,3.0,52.0
Elche vs Levante,Elche,126640,David Affengruber,D,90,7.6,,0.0,,,98.0,85.3,1.0,1.0,1.0,,0,0,2.0,3.0,87.0
Elche vs Levante,Elche,47378,Pedro Bigas,D,90,7.7,,1.0,1.0,,109.0,105.7,,2.0,1.0,,0,0,4.0,8.0,97.0
Elche vs Levante,Elche,187318,Marc Aguado,M,70,7,,0.0,,,24.0,5.3,1.0,1.0,2.0,2.0,0,0,3.0,5.0,22.0
Elche vs Levante,Elche,182661,Alvaro Núñez,M,90,7.2,,0.0,1.0,,37.0,13.3,2.0,1.0,,,0,0,3.0,4.0,36.0
Elche vs Levante,Elche,341371,Rodrigo Mendoza,M,86,7.7,1.0,0.0,1.0,1.0,34.0,10.9,,2.0,2.0,1.0,1,0,1.0,6.0,32.0
Elche vs Levante,Elche,46711,Aleix Febas,M,90,7.2,,0.0,3.0,1.0,58.0,31.9,3.0,,1.0,3.0,0,0,8.0,10.0,55.0
Elche vs Levante,Elche,161963,Germán Valera,M,86,7.2,,0.0,,,46.0,18.9,1.0,,,6.0,0,0,7.0,13.0,41.0
Elche vs Levante,Elche,343202,Álvaro Rodriguez,F,70,6.7,,1.0,5.0,2.0,12.0,1.1,,,2.0,1.0,0,0,4.0,10.0,9.0
Elche vs Levante,Elche,47013,Rafa Mir,F,65,7.9,1.0,0.0,1.0,1.0,12.0,1.3,,1.0,1.0,1.0,0,0,2.0,3.0,11.0
Elche vs Levante,Elche,119223,Mourad El Ghezouani,F,25,6.7,,0.0,,,9.0,0.5,2.0,,1.0,1.0,0,0,5.0,7.0,6.0
Elche vs Levante,Elche,271580,Martim Neto,M,20,6.3,,0.0,,,13.0,1.4,,,1.0,,0,0,,2.0,11.0
Elche vs Levante,Elche,2063,André Silva,F,20,6.6,,0.0,,,6.0,0.2,,,1.0,,0,0,,3.0,3.0
Elche vs Levante,Elche,157146,Léo Pétrot,D,11,6.7,,0.0,,,3.0,0.0,,,,,0,0,1.0,2.0,1.0
Elche vs Levante,Elche,311345,Federico Redondo,M,11,6.7,,0.0,,,6.0,0.3,,1.0,,,0,0,,,5.0
Elche vs Levante,Levante,2741,Mathew Ryan,G,90,6.5,,0.0,,,21.0,3.1,,,,,0,0,,,15.0
Elche vs Levante,Levante,1118,Jeremy Toljan,D,68,6.2,,0.0,,,8.0,0.4,2.0,1.0,2.0,1.0,1,0,3.0,6.0,5.0
Elche vs Levante,Levante,734,Adrián de la Fuente,D,90,6.9,,0.0,1.0,,41.0,13.5,1.0,1.0,3.0,2.0,1,0,4.0,8.0,33.0
Elche vs Levante,Levante,46941,Unai Elgezabal,D,90,6.6,,0.0,,,34.0,9.5,2.0,,,1.0,0,0,7.0,12.0,28.0
Elche vs Levante,Levante,408320,Jorge Cabello,D,62,6.3,,0.0,,,19.0,2.9,1.0,,1.0,,0,0,3.0,4.0,15.0
Elche vs Levante,Levante,64309,Manuel Sánchez,D,84,6.2,,0.0,1.0,,16.0,2.2,,,,,0,0,,2.0,14.0
Elche vs Levante,Levante,182770,Carlos Álvarez,M,68,6.6,,0.0,1.0,,18.0,2.2,1.0,2.0,2.0,2.0,0,0,3.0,6.0,12.0
Elche vs Levante,Levante,104949,Pablo Martínez,M,90,6.7,,0.0,1.0,,27.0,6.5,1.0,,1.0,1.0,0,0,2.0,4.0,24.0
Elche vs Levante,Levante,106727,Oriol Rey,M,90,6.2,,0.0,1.0,,21.0,3.1,2.0,,3.0,,0,0,3.0,9.0,15.0
Elche vs Levante,Levante,47225,Roger Brugué,M,90,5.9,,0.0,2.0,,13.0,1.6,,,1.0,,0,0,,5.0,12.0
Elche vs Levante,Levante,192032,Iván Romero,F,84,7,,0.0,1.0,,14.0,1.5,1.0,,1.0,6.0,0,0,8.0,11.0,11.0
Elche vs Levante,Levante,47467,José Luis Morales,F,28,6.3,,0.0,,,9.0,0.6,,,,,0,0,,2.0,7.0
Elche vs Levante,Levante,46790,Víctor García,D,22,6.6,,0.0,1.0,1.0,11.0,0.8,3.0,,1.0,,0,0,3.0,7.0,7.0
Elche vs Levante,Levante,182603,Jon Ander Olasagasti,M,22,6.9,,0.0,,,12.0,1.4,,,1.0,1.0,0,0,1.0,2.0,12.0
Elche vs Levante,Levante,128985,Iker Losada,F,13,6.3,,0.0,,,5.0,0.2,,,1.0,,0,0,,,5.0
Elche vs Levante,Levante,450497,Carlos Espí,F,13,6.2,,0.0,,,3.0,0.0,,,,,0,0,,1.0,1.0
Valencia vs Getafe,Valencia,183848,Julen Agirrezabala,G,90,7.3,,0.0,,,25.0,4.0,,,,,0,0,1.0,1.0,16.0
Valencia vs Getafe,Valencia,47251,Dimitri Foulquier,D,90,6.9,,0.0,,,56.0,25.2,1.0,1.0,1.0,1.0,0,0,4.0,8.0,45.0
Valencia vs Getafe,Valencia,333672,César Tárrega,D,90,7.2,,0.0,,,49.0,21.6,,,1.0,,0,0,3.0,5.0,44.0
Valencia vs Getafe,Valencia,916,Mouctar Diakhaby,D,90,8.3,1.0,0.0,1.0,1.0,59.0,31.9,1.0,,2.0,1.0,1,0,5.0,7.0,54.0
Valencia vs Getafe,Valencia,162175,Jesús Vázquez,D,90,6.9,,0.0,1.0,1.0,24.0,4.8,2.0,,2.0,,0,0,6.0,13.0,20.0
Valencia vs Getafe,Valencia,315699,Javier Guerra,M,62,6.6,,1.0,,,33.0,9.6,1.0,,1.0,,1,0,1.0,4.0,29.0
Valencia vs Getafe,Valencia,21153,Baptiste Santamaria,M,90,7.3,,0.0,,,52.0,21.8,2.0,1.0,1.0,,0,0,6.0,8.0,42.0
Valencia vs Getafe,Valencia,46933,Luis Rioja,M,87,6.9,,1.0,,,24.0,4.8,2.0,1.0,,3.0,0,0,7.0,14.0,20.0
Valencia vs Getafe,Valencia,162127,Diego López,M,83,6.6,,0.0,1.0,,15.0,1.8,,,1.0,1.0,0,0,3.0,6.0,12.0
Valencia vs Getafe,Valencia,83,Arnaut Danjuma,M,63,7.3,1.0,0.0,1.0,1.0,13.0,1.0,1.0,,2.0,,0,0,1.0,4.0,8.0
Valencia vs Getafe,Valencia,47264,Hugo Duro,F,90,7.7,1.0,0.0,1.0,1.0,23.0,4.1,2.0,,2.0,1.0,0,0,4.0,9.0,18.0
Valencia vs Getafe,Valencia,47463,Pepelu,M,28,7.2,,0.0,,,19.0,2.7,1.0,,1.0,,0,0,2.0,2.0,14.0
Valencia vs Getafe,Valencia,1708,Dani Raba,F,27,6.2,,0.0,,,8.0,0.4,,,2.0,,0,0,1.0,5.0,5.0
Valencia vs Getafe,Valencia,181582,José Copete,D,15,6.6,,0.0,,,4.0,0.0,,,,,0,0,1.0,1.0,1.0
Valencia vs Getafe,Valencia,138776,Largie Ramazani,F,11,7.3,,1.0,,,4.0,0.2,,,2.0,,0,0,,2.0,4.0
