fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%
Celta Vigo vs Getafe,Celta Vigo,320517,Pablo Durán,F,9,6.6,,0.0,,,3.0,0.1,,,,1.0,0,0,3.0,3.0,2.0
Celta Vigo vs Getafe,Getafe,47247,David Soria,G,90,7.5,,0.0,,,28.0,3.1,,,,,1,0,,,11.0
Celta Vigo vs Getafe,Getafe,439617,Ismael Bekhoucha,D,90,7,,1.0,,,15.0,1.4,4.0,2.0,4.0,2.0,0,0,7.0,17.0,9.0
Celta Vigo vs Getafe,Getafe,119742,Juan Iglesias,D,90,7.7,,0.0,,,33.0,6.9,5.0,3.0,3.0,3.0,0,0,9.0,14.0,21.0
Celta Vigo vs Getafe,Getafe,47250,Djené,D,90,7.3,,0.0,,,23.0,4.8,2.0,,,,0,0,3.0,3.0,21.0
Celta Vigo vs Getafe,Getafe,18867,Diego Rico,D,90,7,,0.0,1.0,,28.0,6.4,,2.0,,1.0,0,0,1.0,1.0,23.0
Celta Vigo vs Getafe,Getafe,471478,Davinchi,D,90,6.3,,0.0,,,28.0,4.8,3.0,1.0,1.0,,0,0,5.0,11.0,17.0
Celta Vigo vs Getafe,Getafe,343205,Mario Martín,M,90,7.3,,0.0,,,31.0,8.1,2.0,,2.0,2.0,0,0,8.0,10.0,26.0
Celta Vigo vs Getafe,Getafe,47085,Luis Milla,M,90,6.9,,0.0,,,25.0,5.8,,1.0,,1.0,0,0,1.0,3.0,23.0
Celta Vigo vs Getafe,Getafe,47258,Mauro Arambarri,M,90,7.6,,0.0,2.0,1.0,15.0,1.6,1.0,1.0,,2.0,0,0,6.0,9.0,11.0
Celta Vigo vs Getafe,Getafe,394573,Adrian Liso,F,78,7.2,1.0,0.0,1.0,1.0,11.0,1.2,3.0,,2.0,,0,0,3.0,11.0,11.0
Celta Vigo vs Getafe,Getafe,403554,Christantus Uche,F,90,9,1.0,1.0,2.0,1.0,20.0,2.8,1.0,,5.0,2.0,1,0,9.0,21.0,14.0
Celta Vigo vs Getafe,Getafe,47306,Álex Sola,M,13,6.7,,0.0,,,,,,,,2.0,0,0,2.0,5.0,
Athletic Club vs Sevilla,Athletic Club,47270,Unai Simón,G,90,5.9,,0.0,,,34.0,5.1,,,,,0,0,,,15.0
Athletic Club vs Sevilla,Athletic Club,182181,Jesús Areso,D,83,6.6,,0.0,,,21.0,3.6,,,,,0,0,1.0,3.0,17.0
Athletic Club vs Sevilla,Athletic Club,47278,Daniel Vivian,D,90,6.6,,0.0,,,49.0,18.6,2.0,1.0,1.0,,0,0,3.0,6.0,38.0
Athletic Club vs Sevilla,Athletic Club,183849,Aitor Paredes,D,90,6,,0.0,1.0,,56.0,24.1,1.0,,1.0,,0,0,2.0,4.0,43.0
Athletic Club vs Sevilla,Athletic Club,47273,Yuri Berchiche,D,90,6.7,,0.0,,,40.0,14.0,,,,2.0,0,0,2.0,2.0,35.0
Athletic Club vs Sevilla,Athletic Club,47007,Iñigo Ruiz de Galarreta,M,78,7,,0.0,,,33.0,8.9,2.0,,1.0,,0,0,4.0,6.0,27.0
Athletic Club vs Sevilla,Athletic Club,383780,Mikel Jauregizar,M,90,6.3,,0.0,,,36.0,11.5,2.0,2.0,,,0,0,2.0,4.0,32.0
Athletic Club vs Sevilla,Athletic Club,47294,Iñaki Williams,M,90,6.3,,0.0,,,18.0,2.7,1.0,,1.0,,0,0,1.0,7.0,15.0
Athletic Club vs Sevilla,Athletic Club,30510,Álex Berenguer,M,67,6.9,,0.0,,,18.0,2.7,1.0,,,3.0,0,0,6.0,10.0,15.0
Athletic Club vs Sevilla,Athletic Club,183799,Nico Williams,M,83,10,1.0,1.0,2.0,1.0,34.0,9.2,,,2.0,5.0,0,0,13.0,22.0,27.0
Athletic Club vs Sevilla,Athletic Club,287680,Maroan Sannadi,F,67,6.5,1.0,0.0,2.0,1.0,17.0,2.4,,,1.0,,0,0,,5.0,14.0
Athletic Club vs Sevilla,Athletic Club,84086,Robert Navarro,M,24,7.2,1.0,0.0,1.0,1.0,7.0,0.3,,1.0,1.0,,0,0,1.0,4.0,5.0
Athletic Club vs Sevilla,Athletic Club,47291,Gorka Guruzeta,F,24,6.3,,0.0,,,10.0,0.8,1.0,1.0,,1.0,0,0,2.0,4.0,8.0
Athletic Club vs Sevilla,Athletic Club,47418,Mikel Vesga,M,13,6.9,,0.0,,,7.0,0.3,,,,,0,0,2.0,2.0,5.0
Athletic Club vs Sevilla,Athletic Club,47299,Andoni Gorosabel,D,8,6.6,,0.0,,,4.0,0.1,,,,,0,0,,,3.0
Athletic Club vs Sevilla,Athletic Club,332309,Alejandro Rego Mora,M,8,7,,0.0,,,3.0,0.1,1.0,1.0,,,0,0,1.0,2.0,3.0
Athletic Club vs Sevilla,Sevilla,19172,Ørjan Nyland,G,90,5.6,,0.0,,,35.0,8.1,,,,,0,0,,,23.0
Athletic Club vs Sevilla,Sevilla,182772,Juanlu Sánchez,D,90,6,,1.0,,,48.0,20.2,3.0,,3.0,2.0,0,0,6.0,15.0,42.0
Athletic Club vs Sevilla,Sevilla,338902,Andres Castrin,D,71,6.5,,0.0,,,39.0,14.4,,3.0,1.0,1.0,1,0,2.0,5.0,37.0
Athletic Club vs Sevilla,Sevilla,297311,Kike Salas,D,90,7.3,,0.0,,,75.0,45.0,2.0,1.0,1.0,,0,0,7.0,9.0,60.0
Athletic Club vs Sevilla,Sevilla,195923,José Ángel Carmona,D,90,6.3,,0.0,1.0,1.0,36.0,10.8,,2.0,,2.0,0,0,3.0,3.0,30.0
Athletic Club vs Sevilla,Sevilla,1489,Nemanja Gudelj,M,82,7.5,,0.0,1.0,1.0,46.0,19.3,3.0,1.0,1.0,1.0,0,0,7.0,11.0,42.0
Athletic Club vs Sevilla,Sevilla,25458,Dodi Lukebakio,M,90,7.7,1.0,0.0,2.0,1.0,35.0,10.2,,1.0,2.0,1.0,0,0,1.0,3.0,29.0
Athletic Club vs Sevilla,Sevilla,21004,Lucien Agoumé,M,90,7.3,1.0,0.0,1.0,1.0,60.0,28.8,1.0,3.0,3.0,,1,0,2.0,6.0,48.0
Athletic Club vs Sevilla,Sevilla,957,Djibril Sow,M,87,6.2,,0.0,1.0,,28.0,6.7,5.0,1.0,1.0,,0,0,5.0,13.0,24.0
Athletic Club vs Sevilla,Sevilla,340152,Stanis Idumbo Muzambo,M,45,6.5,,0.0,,,11.0,0.8,1.0,,,,0,0,1.0,4.0,7.0
Athletic Club vs Sevilla,Sevilla,57446,Akor Adams,F,90,6.7,,1.0,3.0,2.0,12.0,1.1,,,,,0,0,1.0,3.0,9.0
Athletic Club vs Sevilla,Sevilla,39121,Chidera Ejuke,F,45,6.7,,0.0,1.0,,18.0,2.5,1.0,,,,0,0,2.0,4.0,14.0
Athletic Club vs Sevilla,Sevilla,2924,Adnan Januzaj,M,20,6.7,,0.0,,,9.0,0.7,,,,1.0,0,0,1.0,1.0,8.0
Athletic Club vs Sevilla,Sevilla,433,Marcão,D,9,7,,0.0,,,21.0,4.2,,,,,0,0,1.0,1.0,20.0
Athletic Club vs Sevilla,Sevilla,185398,Isaac Romero,F,11,6.3,,0.0,,,4.0,0.1,2.0,,,,0,0,2.0,3.0,3.0
Espanyol vs Atletico Madrid,Espanyol,2813,Marko Dmitrović,G,90,6.9,,0.0,,,33.0,8.2,,,,,0,0,,,25.0
Espanyol vs Atletico Madrid,Espanyol,286601,Omar El Hilali,D,90,7.2,,1.0,,,59.0,28.3,1.0,,2.0,,1,0,2.0,6.0,48.0
Espanyol vs Atletico Madrid,Espanyol,47478,Fernando Calero,D,66,6.7,,0.0,,,65.0,38.4,,,1.0,,1,0,2.0,3.0,59.0
Espanyol vs Atletico Madrid,Espanyol,47249,Leandro Cabrera,D,90,7.5,,0.0,1.0,1.0,39.0,14.0,1.0,1.0,2.0,1.0,0,0,6.0,8.0,36.0
Espanyol vs Atletico Madrid,Espanyol,184420,Carlos Romero,D,90,7,,0.0,1.0,,27.0,5.7,3.0,1.0,1.0,,0,0,5.0,12.0,21.0
Espanyol vs Atletico Madrid,Espanyol,127426,Pol Lozano,M,90,6.3,,0.0,,,39.0,12.1,1.0,,3.0,,0,0,3.0,10.0,31.0
Espanyol vs Atletico Madrid,Espanyol,46799,Edu Expósito,M,90,8.7,,1.0,1.0,,38.0,12.5,1.0,2.0,,,0,0,2.0,4.0,33.0
Espanyol vs Atletico Madrid,Espanyol,182674,Jofre Carreras,M,45,6.3,,0.0,,,7.0,0.4,,,1.0,1.0,0,0,1.0,3.0,6.0
Espanyol vs Atletico Madrid,Espanyol,187987,Ramón Terrats,M,45,6.6,,0.0,,,8.0,0.4,1.0,,1.0,1.0,0,0,6.0,11.0,5.0
Espanyol vs Atletico Madrid,Espanyol,47349,Javi Puado,M,88,6.3,,0.0,1.0,1.0,31.0,7.8,,1.0,1.0,2.0,0,0,3.0,6.0,25.0
Espanyol vs Atletico Madrid,Espanyol,312990,Roberto Fernández,F,74,6.9,,0.0,1.0,1.0,10.0,0.7,1.0,,,1.0,0,0,5.0,9.0,7.0
Espanyol vs Atletico Madrid,Espanyol,273732,Tyrhys Dolan,F,45,6.9,,0.0,,,7.0,0.3,,,,1.0,0,0,2.0,4.0,4.0
Espanyol vs Atletico Madrid,Espanyol,47396,Kike García,F,45,6.5,,0.0,1.0,,10.0,0.8,,,1.0,2.0,0,0,5.0,12.0,8.0
Espanyol vs Atletico Madrid,Espanyol,47256,Miguel Rubio,D,25,7.5,1.0,0.0,1.0,1.0,12.0,1.3,,,,,0,0,,1.0,11.0
Espanyol vs Atletico Madrid,Espanyol,47398,Pere Milla,M,17,7.9,1.0,0.0,2.0,1.0,6.0,0.2,1.0,,,1.0,0,0,5.0,5.0,3.0
Espanyol vs Atletico Madrid,Espanyol,184407,Jose Salinas,D,9,6.7,,0.0,,,3.0,0.0,,,1.0,,1,0,,1.0,1.0
Espanyol vs Atletico Madrid,Atletico Madrid,29,Jan Oblak,G,90,6.3,,0.0,,,24.0,4.3,,,,,0,0,,1.0,18.0
Espanyol vs Atletico Madrid,Atletico Madrid,753,Marcos Llorente,D,90,6.3,,0.0,,,62.0,34.7,3.0,,2.0,1.0,1,0,5.0,12.0,56.0
Espanyol vs Atletico Madrid,Atletico Madrid,47301,Robin Le Normand,D,90,6.6,,0.0,,,81.0,59.9,2.0,,2.0,1.0,1,0,7.0,15.0,74.0
Espanyol vs Atletico Madrid,Atletico Madrid,30399,Dávid Hancko,D,90,6.6,,0.0,1.0,1.0,65.0,37.0,,1.0,,,0,0,4.0,7.0,57.0
Espanyol vs Atletico Madrid,Atletico Madrid,162012,Matteo Ruggeri,D,90,6.3,,0.0,,,56.0,28.0,2.0,1.0,1.0,,0,0,4.0,7.0,50.0
Espanyol vs Atletico Madrid,Atletico Madrid,67972,Conor Gallagher,M,45,6.3,,0.0,1.0,,32.0,9.6,,,1.0,1.0,0,0,1.0,4.0,30.0
Espanyol vs Atletico Madrid,Atletico Madrid,133185,Johnny Cardoso,M,45,7.2,,0.0,1.0,,40.0,14.0,2.0,,1.0,1.0,1,0,5.0,7.0,35.0
Espanyol vs Atletico Madrid,Atletico Madrid,323935,Giuliano Simeone,M,90,6.9,,0.0,1.0,,39.0,12.9,1.0,2.0,,2.0,0,0,5.0,7.0,33.0
Espanyol vs Atletico Madrid,Atletico Madrid,182219,Alejandro Baena,M,68,6.6,,0.0,,,28.0,7.3,,,1.0,3.0,0,0,3.0,7.0,26.0
Espanyol vs Atletico Madrid,Atletico Madrid,6067,Thiago Almada,M,68,7.3,,0.0,1.0,,58.0,31.3,,,,2.0,0,0,4.0,4.0,54.0
Espanyol vs Atletico Madrid,Atletico Madrid,6009,Julián Álvarez,F,82,7.5,1.0,0.0,4.0,3.0,42.0,15.1,,,1.0,,0,0,2.0,6.0,36.0
Espanyol vs Atletico Madrid,Atletico Madrid,50,Koke,M,45,6.7,,0.0,,,44.0,18.0,,,2.0,,0,0,2.0,6.0,41.0
Espanyol vs Atletico Madrid,Atletico Madrid,336594,Pablo Barrios,M,45,6.9,,0.0,,,36.0,11.5,,1.0,,1.0,0,0,4.0,8.0,32.0
Espanyol vs Atletico Madrid,Atletico Madrid,30543,Giacomo Raspadori,F,23,6.3,,0.0,,,7.0,0.3,,,,1.0,0,0,1.0,2.0,5.0
Espanyol vs Atletico Madrid,Atletico Madrid,56,Antoine Griezmann,F,23,6.2,,0.0,2.0,,2.0,0.0,1.0,,,,0,0,1.0,2.0,2.0
Espanyol vs Atletico Madrid,Atletico Madrid,8492,Alexander Sørloth,F,9,6.3,,0.0,,,2.0,0.0,,,,,0,0,,,2.0
Elche vs Real Betis,Elche,11346,Matías Dituro,G,90,7.9,,0.0,,,61.0,33.5,,,,,0,0,1.0,2.0,55.0
Elche vs Real Betis,Elche,182661,Alvaro Núñez,D,90,7.5,,0.0,,,59.0,31.9,1.0,1.0,,2.0,0,0,3.0,4.0,54.0
Elche vs Real Betis,Elche,126640,David Affengruber,D,90,6.9,,0.0,,,91.0,75.5,2.0,1.0,4.0,1.0,0,0,5.0,10.0,83.0
Elche vs Real Betis,Elche,47378,Pedro Bigas,D,90,7.2,,0.0,,,90.0,76.5,1.0,,1.0,2.0,0,0,5.0,7.0,85.0
Elche vs Real Betis,Elche,157146,Léo Pétrot,D,73,6.3,,0.0,1.0,,44.0,18.0,1.0,,,,0,0,1.0,2.0,41.0
Elche vs Real Betis,Elche,46711,Aleix Febas,M,90,6.5,,0.0,,,74.0,48.8,1.0,,1.0,1.0,0,0,3.0,8.0,66.0
Elche vs Real Betis,Elche,187318,Marc Aguado,M,65,7,,0.0,,,79.0,58.5,,4.0,,,0,0,,,74.0
Elche vs Real Betis,Elche,448243,Ali Houary,M,65,6.5,,0.0,,,40.0,14.4,1.0,,2.0,,0,0,2.0,7.0,36.0
Elche vs Real Betis,Elche,161963,Germán Valera,F,82,7.6,1.0,0.0,2.0,2.0,33.0,9.2,2.0,,,1.0,0,0,3.0,3.0,28.0
Elche vs Real Betis,Elche,343202,Álvaro Rodriguez,F,65,6.5,,0.0,1.0,,15.0,1.6,,,,1.0,0,0,4.0,9.0,11.0
Elche vs Real Betis,Elche,341371,Rodrigo Mendoza,F,90,6.2,,0.0,1.0,,44.0,15.0,,,2.0,2.0,0,0,6.0,19.0,34.0
Elche vs Real Betis,Elche,46771,Jairo Izquierdo,D,26,6.7,,0.0,,,13.0,1.4,,,,,0,0,,1.0,11.0
Elche vs Real Betis,Elche,271580,Martim Neto,M,26,6.9,,1.0,,,20.0,3.6,,,1.0,,0,0,1.0,4.0,18.0
Elche vs Real Betis,Elche,119223,Mourad El Ghezouani,F,26,6.6,,0.0,,,6.0,0.3,2.0,,,,0,0,2.0,2.0,5.0
Elche vs Real Betis,Elche,47013,Rafa Mir,F,18,6.3,,0.0,,,6.0,0.4,,,2.0,,0,0,,4.0,6.0
Elche vs Real Betis,Elche,189866,John Nwankwo,D,9,6.9,,0.0,,,8.0,0.6,2.0,,1.0,,0,0,2.0,3.0,8.0
Elche vs Real Betis,Real Betis,1557,Pau López,G,90,6.3,,0.0,,,18.0,1.8,,,,,0,0,,,10.0
Elche vs Real Betis,Real Betis,1439,Héctor Bellerín,D,90,6.9,,0.0,1.0,1.0,36.0,9.7,2.0,,1.0,,0,0,6.0,7.0,27.0
Elche vs Real Betis,Real Betis,1561,Marc Bartra,D,90,6.9,,0.0,,,29.0,6.7,3.0,1.0,,1.0,0,0,6.0,10.0,23.0
Elche vs Real Betis,Real Betis,195100,Natan,D,90,6,,0.0,1.0,,29.0,6.7,,2.0,2.0,,1,0,2.0,7.0,23.0
Elche vs Real Betis,Real Betis,1631,Ricardo Rodríguez,D,90,6.3,,0.0,,,19.0,2.5,,,,,0,0,2.0,4.0,13.0
Elche vs Real Betis,Real Betis,286084,Sergi Altimira,M,90,7.3,,0.0,,,39.0,14.8,5.0,,1.0,1.0,0,0,6.0,6.0,38.0
Elche vs Real Betis,Real Betis,1697,Pablo Fornals,M,90,6.9,,0.0,,,46.0,19.3,,2.0,1.0,1.0,0,0,2.0,6.0,42.0
Elche vs Real Betis,Real Betis,47119,Aitor Ruibal,M,71,7.9,1.0,0.0,3.0,2.0,17.0,2.2,2.0,,1.0,3.0,0,0,6.0,9.0,13.0
Elche vs Real Betis,Real Betis,1578,Giovani Lo Celso,M,90,7.7,,0.0,1.0,1.0,41.0,15.6,3.0,,1.0,1.0,0,0,5.0,11.0,38.0
Elche vs Real Betis,Real Betis,136117,Rodrigo Riquelme,M,70,7,,1.0,,,16.0,2.2,,1.0,2.0,2.0,0,0,3.0,5.0,14.0
Elche vs Real Betis,Real Betis,47582,Cucho Hernández,F,84,6.2,,0.0,2.0,,21.0,2.5,,1.0,2.0,3.0,0,0,5.0,15.0,12.0
Elche vs Real Betis,Real Betis,47579,Chimy Ávila,F,21,6.7,,0.0,,,7.0,0.4,,,,1.0,0,0,1.0,1.0,6.0
Elche vs Real Betis,Real Betis,443163,Pablo García,F,20,6.9,,0.0,,,2.0,0.0,2.0,,,1.0,0,0,3.0,3.0,1.0
Elche vs Real Betis,Real Betis,3033,Cédric Bakambu,F,11,6.5,,0.0,,,1.0,0.0,,,2.0,,0,0,,1.0,1.0
Real Madrid vs Osasuna,Real Madrid,730,Thibaut Courtois,G,90,6.9,,0.0,,,26.0,5.7,,,,,0,0,,,22.0
Real Madrid vs Osasuna,Real Madrid,283,Trent Alexander-Arnold,D,68,6.3,,0.0,,,64.0,36.5,,,1.0,,0,0,,2.0,57.0
Real Madrid vs Osasuna,Real Madrid,372,Éder Militão,D,90,6.9,,0.0,1.0,1.0,76.0,52.4,2.0,1.0,3.0,,0,0,3.0,8.0,69.0
Real Madrid vs Osasuna,Real Madrid,361497,Dean Huijsen,D,90,8.3,,0.0,2.0,1.0,95.0,84.5,2.0,1.0,2.0,3.0,0,0,7.0,11.0,89.0
Real Madrid vs Osasuna,Real Madrid,284300,Álvaro Carreras,D,90,6.6,,0.0,1.0,,99.0,87.1,,1.0,,1.0,0,0,1.0,7.0,88.0
Real Madrid vs Osasuna,Real Madrid,756,Federico Valverde,M,90,7.3,,0.0,1.0,,73.0,48.9,1.0,,,,0,0,3.0,6.0,67.0
Real Madrid vs Osasuna,Real Madrid,1271,Aurélien Tchouaméni,M,90,6.7,,0.0,1.0,,41.0,16.0,1.0,2.0,,2.0,0,0,4.0,6.0,39.0
Real Madrid vs Osasuna,Real Madrid,291964,Arda Güler,M,90,7.3,,0.0,1.0,,78.0,56.9,3.0,1.0,1.0,1.0,0,0,7.0,12.0,73.0
Real Madrid vs Osasuna,Real Madrid,744,Brahim Díaz,F,68,6.9,,0.0,,,26.0,6.8,2.0,,1.0,,0,0,2.0,7.0,26.0
Real Madrid vs Osasuna,Real Madrid,278,Kylian Mbappé,F,90,8.2,1.0,0.0,3.0,2.0,47.0,19.7,,,1.0,2.0,1,0,11.0,16.0,42.0
Real Madrid vs Osasuna,Real Madrid,762,Vinícius Júnior,F,78,7,,0.0,1.0,,48.0,20.6,3.0,,,1.0,0,0,5.0,11.0,43.0
Real Madrid vs Osasuna,Real Madrid,733,Daniel Carvajal,D,23,6.9,,0.0,,,22.0,4.4,1.0,,1.0,,0,0,1.0,3.0,20.0
Real Madrid vs Osasuna,Real Madrid,449249,Franco Mastantuono,F,23,6.7,,0.0,1.0,1.0,19.0,3.2,1.0,,,,0,0,2.0,4.0,17.0
Real Madrid vs Osasuna,Real Madrid,336711,Gonzalo García,F,13,6.9,,0.0,,,4.0,0.2,,,,2.0,0,0,4.0,5.0,4.0
Real Madrid vs Osasuna,Real Madrid,748,Dani Ceballos,M,8,6.7,,0.0,,,3.0,0.1,,,,,0,0,,,3.0
Real Madrid vs Osasuna,Osasuna,46646,Sergio Herrera,G,90,7.2,,0.0,,,24.0,3.8,,,,,0,0,,,16.0
Real Madrid vs Osasuna,Osasuna,279822,Flavien Boyomo,D,90,7.6,,0.0,,,37.0,10.7,5.0,,,,0,0,6.0,8.0,29.0
Real Madrid vs Osasuna,Osasuna,47533,Alejandro Catena,D,90,7.2,,0.0,,,29.0,6.7,,1.0,,,0,0,1.0,2.0,23.0
Real Madrid vs Osasuna,Osasuna,46967,Juan Cruz,D,85,5.9,,0.0,,,26.0,5.7,,,1.0,,0,0,,3.0,22.0
Real Madrid vs Osasuna,Osasuna,21701,Valentin Rosier,M,90,6.3,,0.0,,,36.0,8.3,2.0,3.0,2.0,,0,0,2.0,9.0,23.0
Real Madrid vs Osasuna,Osasuna,46662,Jon Moncayola,M,90,7,,0.0,,,31.0,9.0,2.0,1.0,1.0,1.0,0,0,5.0,10.0,29.0
Real Madrid vs Osasuna,Osasuna,1825,Lucas Torró,M,90,6.7,,0.0,,,29.0,6.4,2.0,1.0,1.0,,0,0,7.0,11.0,22.0
Real Madrid vs Osasuna,Osasuna,181259,Abel Bretones,M,90,6.9,,0.0,,,22.0,3.1,3.0,,1.0,2.0,0,1,8.0,13.0,14.0
Real Madrid vs Osasuna,Osasuna,46658,Rubén García,F,66,6.6,,0.0,,,19.0,2.9,,1.0,,2.0,0,0,4.0,7.0,15.0
Real Madrid vs Osasuna,Osasuna,67939,Aimar Oroz,F,77,6.9,,0.0,,,19.0,3.2,4.0,,2.0,,0,0,4.0,10.0,17.0
Real Madrid vs Osasuna,Osasuna,46746,Ante Budimir,F,90,6.5,,0.0,2.0,,14.0,1.1,2.0,,4.0,2.0,0,0,7.0,17.0,8.0
Real Madrid vs Osasuna,Osasuna,338751,Victor Muñoz,F,25,6.5,,0.0,,,1.0,0.0,,,,2.0,0,0,2.0,6.0,1.0
Real Madrid vs Osasuna,Osasuna,47574,Moi Gómez,M,14,6.9,,0.0,,,9.0,0.7,,,,1.0,0,0,1.0,1.0,8.0
Real Madrid vs Osasuna,Osasuna,146751,Raúl García de Haro,F,13,6.5,,0.0,,,3.0,0.0,,,,,0,0,1.0,1.0,1.0
Real Betis vs Alaves,Real Betis,1557,Pau López,G,90,7.7,,0.0,,,34.0,9.5,,,,,0,0,,,28.0
Real Betis vs Alaves,Real Betis,1439,Héctor Bellerín,D,90,7.2,,0.0,1.0,1.0,51.0,22.4,,,1.0,,0,0,2.0,7.0,44.0
Real Betis vs Alaves,Real Betis,1561,Marc Bartra,D,90,7.3,,0.0,,,51.0,22.4,2.0,4.0,,1.0,0,0,6.0,10.0,44.0
Real Betis vs Alaves,Real Betis,195100,Natan,D,90,6.9,,0.0,,,47.0,18.8,1.0,,,1.0,0,0,5.0,11.0,40.0
Real Betis vs Alaves,Real Betis,1564,Junior Firpo,D,71,6.9,,0.0,1.0,,43.0,16.3,,,1.0,1.0,0,0,5.0,8.0,38.0
Real Betis vs Alaves,Real Betis,286084,Sergi Altimira,M,90,7.3,,0.0,,,55.0,27.5,4.0,3.0,1.0,1.0,0,0,8.0,13.0,50.0
Real Betis vs Alaves,Real Betis,1697,Pablo Fornals,M,90,7.3,,0.0,,,50.0,22.5,1.0,1.0,,2.0,0,0,5.0,8.0,45.0
Real Betis vs Alaves,Real Betis,47119,Aitor Ruibal,M,90,6.9,,0.0,2.0,1.0,24.0,4.8,,,2.0,1.0,0,0,2.0,11.0,20.0
Real Betis vs Alaves,Real Betis,1578,Giovani Lo Celso,M,86,8.9,1.0,0.0,2.0,2.0,52.0,24.4,,,1.0,6.0,1,0,8.0,9.0,47.0
Real Betis vs Alaves,Real Betis,136117,Rodrigo Riquelme,M,58,6.3,,0.0,1.0,,19.0,3.2,,,1.0,,0,0,1.0,9.0,17.0
Real Betis vs Alaves,Real Betis,47582,Cucho Hernández,F,85,6.2,,0.0,2.0,,19.0,2.9,2.0,,2.0,1.0,1,0,5.0,16.0,15.0
Real Betis vs Alaves,Real Betis,443163,Pablo García,F,33,6.7,,0.0,2.0,1.0,9.0,0.5,,1.0,,,0,0,2.0,4.0,6.0
Real Betis vs Alaves,Real Betis,1631,Ricardo Rodríguez,D,20,6.6,,0.0,,,9.0,0.7,,1.0,1.0,,0,0,1.0,2.0,8.0
Real Betis vs Alaves,Real Betis,3033,Cédric Bakambu,F,11,6.2,,0.0,1.0,,4.0,0.1,,1.0,,,0,0,,5.0,2.0
Real Betis vs Alaves,Real Betis,355004,Valentín Gómez,D,10,6.9,,0.0,,,3.0,0.1,1.0,,,,0,0,1.0,1.0,2.0
Real Betis vs Alaves,Alaves,47353,Antonio Sivera,G,90,7.9,,0.0,,,24.0,2.9,,,,,0,0,1.0,1.0,12.0
Real Betis vs Alaves,Alaves,18740,Jonny Otto,D,90,7.2,,0.0,1.0,,62.0,34.1,6.0,1.0,,,0,0,7.0,10.0,55.0
Real Betis vs Alaves,Alaves,6638,Facundo Garcés,D,90,6.9,,0.0,2.0,2.0,48.0,21.1,4.0,2.0,2.0,,1,0,6.0,11.0,44.0
Real Betis vs Alaves,Alaves,6233,Nahuel Tenaglia,D,90,6.9,,0.0,1.0,,46.0,18.9,1.0,2.0,1.0,1.0,0,0,5.0,7.0,41.0
Real Betis vs Alaves,Alaves,128951,Victor Parada,D,77,6.7,,0.0,1.0,,23.0,4.1,2.0,1.0,1.0,2.0,0,0,5.0,6.0,18.0
Real Betis vs Alaves,Alaves,187214,Carlos Vicente,M,90,6.3,,0.0,,,46.0,17.0,2.0,,3.0,3.0,0,0,6.0,12.0,37.0
Real Betis vs Alaves,Alaves,139001,Pablo Ibáñez,M,58,6.6,,0.0,,,38.0,12.5,3.0,,1.0,1.0,1,0,5.0,7.0,33.0
Real Betis vs Alaves,Alaves,162686,Antonio Blanco,M,89,6.7,,0.0,,,65.0,37.0,2.0,,4.0,,1,0,3.0,8.0,57.0
Real Betis vs Alaves,Alaves,143,Carles Aleñá,M,90,6.7,,0.0,1.0,,42.0,15.1,1.0,,2.0,,0,0,1.0,6.0,36.0
Real Betis vs Alaves,Alaves,104821,Jon Guridi,F,58,6.3,,0.0,2.0,2.0,20.0,2.6,,,1.0,,0,0,5.0,10.0,13.0
Real Betis vs Alaves,Alaves,47181,Toni Martínez,F,58,6.5,,0.0,,,13.0,0.8,,,1.0,,0,0,7.0,16.0,6.0
Real Betis vs Alaves,Alaves,183751,Abderrahman Rebbach,F,33,6.9,,0.0,1.0,1.0,15.0,1.8,2.0,1.0,,1.0,0,0,4.0,7.0,12.0
Real Betis vs Alaves,Alaves,47309,Ander Guevara,M,33,6.7,,0.0,,,25.0,5.0,,,1.0,1.0,0,0,3.0,5.0,20.0
Real Betis vs Alaves,Alaves,760,Mariano Díaz,F,33,6.9,,0.0,1.0,,7.0,0.3,,,,,0,0,4.0,5.0,5.0
Real Betis vs Alaves,Alaves,266658,Calebe,M,14,6.7,,0.0,,,10.0,1.0,,,,1.0,0,0,1.0,2.0,10.0
Real Betis vs Alaves,Alaves,315586,Lander Pinillos,M,2,,,0.0,,,1.0,0.0,,,,,0,0,,1.0,1.0
Mallorca vs Celta Vigo,Mallorca,179139,Leo Román,G,90,6.3,,0.0,,,28.0,6.4,,,,,0,0,,,23.0
Mallorca vs Celta Vigo,Mallorca,108519,Mateu Morey,D,90,8,1.0,0.0,1.0,1.0,39.0,12.1,1.0,,1.0,,0,0,2.0,6.0,31.0
Mallorca vs Celta Vigo,Mallorca,46738,Martin Valjent,D,90,7.3,,0.0,1.0,1.0,55.0,28.1,4.0,,1.0,2.0,0,0,7.0,9.0,51.0
Mallorca vs Celta Vigo,Mallorca,46733,Antonio Raíllo,D,90,6.9,,0.0,2.0,,67.0,44.2,,1.0,,2.0,0,0,2.0,4.0,66.0
Mallorca vs Celta Vigo,Mallorca,64268,Johan Mojica,D,90,7,,0.0,1.0,,42.0,13.0,,,2.0,,0,0,,2.0,31.0
